,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Hnrnpa1,0,1.78716411376456,0.87,0.342,0,0.528
Hspd1,0,2.0626985922527,0.733,0.213,0,0.52
Slc12a2,0,2.45070316119092,0.618,0.13,0,0.488
Kcnq1,0,2.93271126435677,0.528,0.078,0,0.45
Cdx1,0,1.31664767356892,0.803,0.359,0,0.444
Mki67,0,3.23060124538466,0.471,0.053,0,0.418
Hist2h2bb,0,2.67069513952642,0.518,0.107,0,0.411
Klf5,0,1.21511880031559,0.693,0.3,0,0.393
Epcam,0,0.440733611248129,0.94,0.554,0,0.386
Srsf2,0,1.5761902394829,0.596,0.213,0,0.383
Cldn2,0,2.20586266329483,0.486,0.108,0,0.378
Ppp1r1b,0,2.10152865815654,0.477,0.109,0,0.368
Gpx2,0,2.65347963311671,0.442,0.08,0,0.362
H2afz,0,1.81852915162962,0.514,0.154,0,0.36
Ptbp1,0,1.42364675111216,0.568,0.218,0,0.35
Tardbp,0,1.42873205652644,0.582,0.232,0,0.35
Mlec,0,1.4573603474343,0.551,0.207,0,0.344
Cbx3,0,1.5327856815778,0.53,0.187,0,0.343
Hspa9,0,1.54527850191712,0.487,0.168,0,0.319
Srsf1,0,1.64916548005687,0.473,0.155,0,0.318
Odc1,0,1.65890636458704,0.469,0.155,0,0.314
Clca3a2,0,3.30813171275416,0.34,0.037,0,0.303
Sfpq,0,1.25353737232433,0.532,0.229,0,0.303
Lmnb1,0,2.48037047811437,0.368,0.065,0,0.303
Top2a,0,3.13513903411704,0.338,0.038,0,0.3
Cftr,0,2.66273455390593,0.347,0.056,0,0.291
Caprin1,0,0.91560379257685,0.603,0.319,0,0.284
Ccna2,0,3.44017357069682,0.309,0.029,0,0.28
Cct8,0,1.27602843124738,0.458,0.186,0,0.272
Myb,0,2.61926730962386,0.325,0.053,0,0.272
Cct5,0,1.2005778420196,0.46,0.196,0,0.264
Nlrp6,0,1.46291670638307,0.412,0.148,0,0.264
Gpa33,5.12764804574595e-222,0.152748526996281,0.677,0.422,2.5653623172867e-218,0.255
Ccnd2,0,1.35775619370175,0.413,0.158,0,0.255
Tcp1,0,1.44870483468623,0.399,0.144,0,0.255
Hnrnpm,0,1.15502807087969,0.453,0.2,0,0.253
Tfrc,0,1.96696920343267,0.339,0.086,0,0.253
Hnrnph1,0,1.31599512291635,0.421,0.169,0,0.252
Kpnb1,0,1.38055100359158,0.408,0.157,0,0.251
Tmprss2,0,1.61328740553698,0.361,0.11,0,0.251
Hopx,0,2.2747351751441,0.307,0.062,0,0.245
Birc5,0,3.31726165504662,0.266,0.026,0,0.24
Cldn7,3.41437607261459e-265,0.292632834668583,0.624,0.384,1.70821234912908e-261,0.24
Cdh1,0,0.670980964802161,0.538,0.3,0,0.238
Ybx3,0,1.07580456394888,0.433,0.198,0,0.235
Hist1h4h,0,2.09050936891042,0.31,0.078,0,0.232
Ranbp1,0,1.910080523876,0.312,0.082,0,0.23
H2afx,0,2.56468338171443,0.275,0.047,0,0.228
