,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Gja1,0,4.4798183290254,0.863,0.098,0,0.765
Ano1,0,5.6422132360631,0.773,0.031,0,0.742
Kit,0,5.64642478835406,0.71,0.029,0,0.681
Hmcn2,0,2.99993622168103,0.595,0.08,0,0.515
Flna,0,1.32630865608326,0.693,0.206,0,0.487
Cav1,0,2.8094225488325,0.582,0.12,0,0.462
Myh11,0,1.00219934366586,0.593,0.157,0,0.436
Tagln,0,0.88763817365622,0.606,0.184,0,0.422
Slc24a3,0,3.93429514651449,0.449,0.035,0,0.414
Meis2,0,3.77945290167279,0.449,0.037,0,0.412
Des,0,1.1278926317535,0.52,0.121,0,0.399
Actg2,0,0.766454325092143,0.515,0.122,0,0.393
Col23a1,0,5.1639262712642,0.407,0.018,0,0.389
Lrig1,0,3.73626234763472,0.422,0.047,0,0.375
Fn1,0,1.93021768469392,0.52,0.151,0,0.369
Atp2a2,0,1.89426490777872,0.623,0.263,0,0.36
Foxf1,0,3.44391746552392,0.387,0.039,0,0.348
Nedd4,4.75526295437562e-296,1.28205746780215,0.608,0.27,2.37905805607412e-292,0.338
Scarb2,0,1.69174094622102,0.53,0.196,0,0.334
Ntn1,0,3.73604167409253,0.352,0.029,0,0.323
Foxp2,0,4.33696778761076,0.339,0.018,0,0.321
Ogn,0,2.27840049039663,0.403,0.098,0,0.305
Clmp,0,2.61325756800732,0.356,0.06,0,0.296
Itgb1,3.14821567325259e-186,0.914580546282402,0.632,0.343,1.57505230132827e-182,0.289
Cav2,0,2.79237672242066,0.342,0.054,0,0.288
Mprip,1.95999554388494e-227,1.23349594787947,0.547,0.259,9.80585770605638e-224,0.288
Gpr20,0,4.92359715538516,0.29,0.013,0,0.277
Fgfr2,0,2.55889476689226,0.338,0.067,0,0.271
Tnc,0,1.88141021082909,0.377,0.108,0,0.269
Hand1,0,5.89298794109159,0.271,0.005,0,0.266
Anxa6,0,1.83579147324859,0.357,0.097,0,0.26
Synpo2,0,1.8138731523348,0.336,0.077,0,0.259
Cnn1,9.38724727098368e-321,0.765366689111627,0.347,0.093,4.69643980967314e-317,0.254
