,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Defa5,0,6.76416454171127,0.951,0.142,0,0.809
Itln1,0,8.65935019411335,0.816,0.008,0,0.808
Mmp7,0,7.70253980288422,0.745,0.011,0,0.734
Cd24a,0,3.00751248358741,0.754,0.174,0,0.58
Muc2,0,0.227724018598181,0.674,0.289,0,0.385
Slc12a2,0,2.1778996646864,0.485,0.133,0,0.352
Tmprss2,0,2.32894341190217,0.412,0.11,0,0.302
Hopx,0,2.706755280752,0.357,0.061,0,0.296
Cps1,0,3.34574023902417,0.301,0.031,0,0.27
Cbx3,0,1.56790113536119,0.417,0.189,0,0.228
P4hb,0,1.3223507682949,0.565,0.338,0,0.227
Hnrnpa1,0,0.944931535166168,0.571,0.348,0,0.223
Utrn,0,1.83054552154994,0.312,0.097,0,0.215
Axin2,0,2.93126616510029,0.244,0.036,0,0.208
Kcnq1,0,1.91082183732083,0.28,0.084,0,0.196
Pdcd4,0,1.37600058113653,0.335,0.143,0,0.192
Rgmb,0,1.67589257992625,0.29,0.1,0,0.19
Cldn2,0,1.41163788523951,0.298,0.112,0,0.186
Sox9,0,2.24728147456351,0.238,0.053,0,0.185
Qsox1,0,2.29821772488207,0.24,0.056,0,0.184
Ppp1r1b,0,1.4196739569966,0.292,0.113,0,0.179
Smoc2,0,2.58324340065929,0.213,0.035,0,0.178
Hpd,0,3.38068306060541,0.195,0.02,0,0.175
Pla2g2f,0,5.09438708794821,0.175,0.005,0,0.17
Tardbp,1.67751693666629e-293,0.89553204069665,0.397,0.236,8.39261723414147e-290,0.161
Tent5c,0,3.10596148463323,0.178,0.02,0,0.158
Mlec,1.48201634533471e-272,0.881512745008946,0.363,0.211,7.41452777570958e-269,0.152
Epcam,0.817604667315937,-0.345273126226564,0.706,0.559,1,0.147
Ptprn2,0,2.10387992688095,0.185,0.039,0,0.146
Nhsl1,0,1.35789854125017,0.24,0.102,0,0.138
Cdx1,2.76169435441057e-121,0.353307298881152,0.501,0.365,1.38167568551161e-117,0.136
