,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Krt20,0,2.61726205765069,0.829,0.148,0,0.681
Ceacam1,0,2.42132462163525,0.865,0.303,0,0.562
Gpa33,0,1.91037476192177,0.829,0.304,0,0.525
Epcam,0,1.40154538963298,0.94,0.447,0,0.493
Slc6a14,0,3.68126379294053,0.554,0.063,0,0.491
Acox1,0,2.42699586081392,0.647,0.165,0,0.482
Cldn7,0,1.58352510267861,0.758,0.276,0,0.482
Vil1,0,1.50368760500242,0.721,0.255,0,0.466
Misp,0,2.08421768811838,0.619,0.165,0,0.454
Abcb1a,0,2.84626373322173,0.549,0.11,0,0.439
Mettl7b,0,2.97819051579371,0.526,0.091,0,0.435
Prom1,0,2.59148106137584,0.56,0.129,0,0.431
B4galnt2,0,1.91002965359012,0.619,0.196,0,0.423
Dsg2,0,2.26066768997864,0.556,0.139,0,0.417
Maoa,0,2.65368838027313,0.523,0.107,0,0.416
Slc25a20,0,2.51100648454673,0.524,0.11,0,0.414
Tmigd1,0,1.85011540835241,0.489,0.092,0,0.397
Ptp4a1,0,1.93861837407222,0.641,0.248,0,0.393
Mep1a,0,2.22245582326469,0.488,0.096,0,0.392
Car4,0,3.30142563255616,0.468,0.077,0,0.391
Mep1b,0,1.79568002318433,0.495,0.106,0,0.389
Cdh1,0,1.61176792090834,0.59,0.217,0,0.373
Hnf4a,0,1.54504261546742,0.58,0.207,0,0.373
Elf3,0,1.80732186366391,0.533,0.17,0,0.363
Slc40a1,0,2.65292773554185,0.442,0.084,0,0.358
Pls1,0,1.59984295306309,0.499,0.146,0,0.353
Ldha,0,1.6066652170076,0.573,0.227,0,0.346
Saa1,0,2.0986135577495,0.425,0.102,0,0.323
Aldoa,0,1.36050446274819,0.594,0.277,0,0.317
Hist1h2bc,0,1.61149932323502,0.508,0.194,0,0.314
Anxa2,0,1.1212267394275,0.67,0.359,0,0.311
Cyp3a13,0,2.78578633064573,0.365,0.056,0,0.309
Apob,0,1.0352892598261,0.394,0.096,0,0.298
Klf4,0,2.22778351881605,0.38,0.089,0,0.291
Myo1d,0,1.40069685940029,0.473,0.182,0,0.291
Plec,0,1.25921351529396,0.535,0.245,0,0.29
Mxd1,0,2.40786449769247,0.36,0.073,0,0.287
Cxadr,0,1.99950568332067,0.393,0.112,0,0.281
Ipmk,0,1.96230721051026,0.379,0.1,0,0.279
Slc9a3,0,4.50614501063612,0.293,0.016,0,0.277
Erbin,0,1.46304699512806,0.456,0.181,0,0.275
Cdx1,0,0.834558127641187,0.577,0.303,0,0.274
Ctnnd1,0,1.18455297542956,0.514,0.241,0,0.273
Cd38,0,1.56294280269207,0.437,0.168,0,0.269
Naip1,0,2.42039049379787,0.306,0.059,0,0.247
Iqgap2,0,1.78190370224223,0.344,0.103,0,0.241
Flnb,0,1.3537495337839,0.411,0.174,0,0.237
Lasp1,0,1.43391163251293,0.382,0.146,0,0.236
F11r,0,1.75748584665256,0.339,0.104,0,0.235
Cs,0,1.01941483767782,0.457,0.233,0,0.224
Erbb3,0,1.90783390549826,0.308,0.085,0,0.223
Neu1,0,2.05184195484853,0.293,0.074,0,0.219
Tjp3,0,1.33906731610478,0.35,0.135,0,0.215
Sept5,0,1.37406265444117,0.345,0.132,0,0.213
Tpi1,0,1.30101315227882,0.364,0.152,0,0.212
Cd2ap,0,1.31423803879621,0.354,0.145,0,0.209
Mboat1,0,1.97663484589637,0.285,0.077,0,0.208
Mtch2,0,1.48040008437131,0.33,0.125,0,0.205
