,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Tagln,0,2.33472865731324,0.933,0.183,0,0.75
Myh11,0,2.32928119784624,0.891,0.156,0,0.735
Flna,0,2.48032139304745,0.91,0.205,0,0.705
Epas1,0,3.14270760538622,0.85,0.183,0,0.667
Notch3,0,6.59416802396973,0.626,0.008,0,0.618
Cav1,0,2.75618473505106,0.687,0.119,0,0.568
Bcam,0,4.70298620206845,0.528,0.027,0,0.501
Cavin1,0,2.90829851417987,0.56,0.087,0,0.473
Mcam,0,3.90857087340234,0.502,0.042,0,0.46
Des,0,0.942397824246955,0.564,0.121,0,0.443
Pdgfrb,0,3.92197405799775,0.479,0.04,0,0.439
Lamb2,0,3.58308373805197,0.476,0.046,0,0.43
Pln,0,4.82059270318619,0.445,0.021,0,0.424
Nr2f2,0,3.67231908762714,0.458,0.044,0,0.414
Eln,0,3.24654805650361,0.471,0.063,0,0.408
Itgb1,0,1.47767448390114,0.746,0.342,0,0.404
Inpp4b,0,4.28485314742656,0.412,0.025,0,0.387
Actn1,0,1.81012404254597,0.544,0.172,0,0.372
Jag1,0,3.85521152455189,0.395,0.032,0,0.363
Mprip,0,1.56159790544102,0.62,0.259,0,0.361
Col4a1,0,1.61284482958109,0.512,0.159,0,0.353
Col4a2,0,1.90172188328023,0.488,0.137,0,0.351
Atp1b2,0,4.7064528025641,0.359,0.016,0,0.343
Col18a1,0,2.38834822832743,0.415,0.085,0,0.33
Cav2,0,2.86419098325498,0.383,0.054,0,0.329
Ltbp1,0,2.8838108481483,0.37,0.057,0,0.313
Itga1,0,2.27144825949087,0.391,0.079,0,0.312
Utrn,0,2.11070233028492,0.4,0.099,0,0.301
Lpp,1.50610409571067e-297,1.56070439132415,0.469,0.168,7.53503879084049e-294,0.301
Wtip,0,3.44176128951023,0.334,0.036,0,0.298
Gucy1a1,0,3.43896495541829,0.324,0.031,0,0.293
Vcl,0,1.84350504805103,0.415,0.124,0,0.291
Msn,0,1.83403284991078,0.399,0.109,0,0.29
Fstl1,0,1.67493521338863,0.416,0.126,0,0.29
Il6st,0,2.41624400847431,0.376,0.087,0,0.289
Prkar1a,3.16202013338398e-322,1.78365826352686,0.418,0.133,1.581958672732e-318,0.285
Slit3,0,2.64028320200575,0.327,0.05,0,0.277
Thbs1,0,2.24134602012576,0.36,0.087,0,0.273
Clic4,0,2.08198950405541,0.355,0.086,0,0.269
Smarcd3,0,4.15131775199134,0.287,0.018,0,0.269
Axl,0,2.12138693173947,0.351,0.083,0,0.268
Igf2,0,4.46282155896779,0.281,0.014,0,0.267
Smtn,9.88131291682493e-324,1.67774812660332,0.373,0.107,4.94362085228751e-320,0.266
Arhgef7,0,2.90332954398298,0.312,0.049,0,0.263
Mob2,0,2.16027975627532,0.366,0.106,0,0.26
Synpo2,0,1.64090367423381,0.334,0.077,0,0.257
Serpine2,0,2.88492811182645,0.293,0.037,0,0.256
Atp2a2,3.20307186845728e-167,1.17840361614544,0.518,0.263,1.60249685578918e-163,0.255
Sept8,0,2.59057269576145,0.312,0.058,0,0.254
Myo1c,7.59412929642114e-281,1.76603435771274,0.373,0.119,3.79934288699949e-277,0.254
Ccn2,0,3.31753829960703,0.287,0.034,0,0.253
Osmr,0,2.45967597423812,0.306,0.056,0,0.25
Nedd4,1.47199498528523e-139,0.947326811263407,0.519,0.271,7.36439091138201e-136,0.248
