,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Xist,0,0.983966440887351,0.321,0.168,0,0.153
Cd24a,1.7488996328866e-285,1.71918534394545,0.287,0.182,8.74974486333165e-282,0.105
Ppp1r1b,1.01891052448586e-130,0.84079846045503,0.182,0.115,5.09760935400278e-127,0.067
Hspd1,2.35125384451022e-65,0.544453261777577,0.275,0.222,1.17633229840846e-61,0.053
Cdx1,5.07284858890864e-58,0.405595429245541,0.413,0.366,2.53794614903099e-54,0.047
Hnrnpa1,2.86332560783953e-69,0.484507135607519,0.396,0.351,1.43252180160211e-65,0.045
Hist2h2bb,1.70878750338732e-39,0.594401105117281,0.148,0.114,8.54906387944676e-36,0.034
Pycard,2.51229976190974e-33,0.557105478113197,0.148,0.116,1.25690357088345e-29,0.032
Tardbp,5.60065759098298e-32,0.478872035056877,0.269,0.238,2.80200899276879e-28,0.031
Klf5,5.00148627877565e-23,0.338120502075015,0.333,0.308,2.50224358527146e-19,0.025
H2afz,7.14878998077838e-16,0.447010170084985,0.181,0.16,3.57653962738342e-12,0.021
Dpysl2,7.22376863410378e-19,0.714323792137535,0.102,0.082,3.61405144764212e-15,0.02
Cldn2,3.16520109556058e-13,0.346853408817843,0.134,0.115,1.58355010810896e-09,0.019
Mlec,2.57807421006505e-13,0.349142892822165,0.232,0.214,1.28981052729554e-09,0.018
Hoxb9,3.22934970645016e-12,0.362009637732294,0.137,0.119,1.61564365813701e-08,0.018
Srsf2,2.29011994795894e-14,0.398519767256832,0.237,0.22,1.14574700996386e-10,0.017
Sema4g,2.91577693952788e-09,0.298442287654272,0.189,0.173,1.4587632028458e-05,0.016
Ccnd1,1.05458372765784e-10,0.430249796214194,0.106,0.091,5.27608238947219e-07,0.015
Kcnq1,2.58737426214605e-09,0.315594600318409,0.101,0.087,1.29446334335167e-05,0.014
B4galnt1,3.4064658118928e-07,0.32449232606685,0.167,0.154,0.00170425484568997,0.013
Hoxb5,2.01828063780926e-06,0.273636728302904,0.122,0.11,0.0100974580309597,0.012
Phb2,3.38418600284548e-06,0.340897456369007,0.143,0.132,0.0169310825722359,0.011
Atp2a3,5.65951965302012e-15,0.868419997983318,0.217,0.207,2.83145768240597e-11,0.01
Hsph1,0.000703025259844284,0.277096706458236,0.147,0.139,1,0.00799999999999998
Marcksl1,0.00107388297398074,0.315889882333542,0.101,0.094,1,0.00700000000000001
Epcam,9.82380245727945e-15,-0.253760923119546,0.566,0.562,4.91484836937691e-11,0.00399999999999989
Fzd5,0.053937202563906,0.208510553447719,0.138,0.135,1,0.003
Noxo1,0.154261596378376,0.163715229440336,0.12,0.117,1,0.00299999999999999
Ptbp1,0.00112422156594659,0.287280443071338,0.227,0.225,1,0.002
Hspa9,0.0359209280926877,0.277414036639245,0.176,0.175,1,0.001
Nlrp6,0.147541044581504,0.201617841819838,0.154,0.153,1,0.001
Tjp3,0.144863433362765,0.187376284452217,0.186,0.186,1,0
Hnrnpm,0.0536440340565333,0.270817636666704,0.204,0.205,1,-0.001
Cct3,0.91026322315198,0.215001522337958,0.111,0.113,1,-0.002
Srsf1,0.647239413973616,0.189713673999425,0.159,0.162,1,-0.003
Tcp1,0.730102145977159,0.197449607927312,0.147,0.15,1,-0.003
Cct8,0.306777566290689,0.23487558352918,0.188,0.192,1,-0.004
Luc7l3,0.951337615336108,0.205798999834875,0.133,0.137,1,-0.004
Taf15,0.273847425778744,0.146277450310226,0.109,0.114,1,-0.005
Xpo1,0.0620952492795885,0.101689064261465,0.1,0.107,1,-0.00699999999999999
Ube2i,0.140795015258453,0.15727949121433,0.122,0.129,1,-0.00700000000000001
Hnrnpdl,0.0287018347228548,0.121104179555176,0.125,0.134,1,-0.00900000000000001
Hnrnph1,0.184416322731419,0.161321281790279,0.164,0.174,1,-0.00999999999999998
Pdcd4,0.0125122719219156,0.108117320411719,0.136,0.147,1,-0.011
Sfpq,0.77424538826705,0.198461519392235,0.224,0.236,1,-0.012
Ybx3,0.0293972263929542,0.138895877059293,0.188,0.203,1,-0.015
Il13ra1,8.47679131549963e-05,0.210508507684089,0.124,0.14,0.424093869514446,-0.016
Cct5,0.0158000785720011,0.137525740333114,0.186,0.202,1,-0.016
Bcl2l2,1.93976672677082e-12,-0.131020736998139,0.081,0.1,9.70465293403441e-09,-0.019
Mprip,0.213305034671397,0.188479297864067,0.242,0.261,1,-0.019
Cyld,1.0622423760142e-14,-0.163727881928606,0.079,0.1,5.31439860719903e-11,-0.021
Chchd3,4.7173434317858e-13,-0.109779707676671,0.098,0.12,2.36008691892244e-09,-0.022
Mdp1,2.46996221483383e-12,-0.123514165306979,0.099,0.121,1.23572209608137e-08,-0.022
Trappc10,1.11401617369006e-13,-0.114562673950415,0.09,0.112,5.57342291697138e-10,-0.022
Itsn2,6.55135786208459e-13,-0.115774039930252,0.09,0.112,3.27764433840092e-09,-0.022
Ppp6r3,2.78225484571348e-16,-0.171674043338886,0.079,0.102,1.39196209931046e-12,-0.023
Idh1,9.56703914384553e-16,-0.186728084717711,0.079,0.102,4.78638968366592e-12,-0.023
Cyfip1,1.32979309956486e-15,-0.122066478959578,0.083,0.106,6.65295487712299e-12,-0.023
Kmt2d,8.1337923062992e-14,-0.109873924162755,0.097,0.12,4.06933629084149e-10,-0.023
Gars,6.08108140689934e-14,-0.114049218759952,0.088,0.111,3.04236502787174e-10,-0.023
Hspa1b,9.16750228006262e-17,-0.21468799007493,0.078,0.102,4.58650139071533e-13,-0.024
Ap1g1,8.74146349717553e-16,-0.159395190825552,0.085,0.109,4.37335418763692e-12,-0.024
Gstp1,7.64105699530866e-14,-0.114367621137506,0.099,0.123,3.82282081475292e-10,-0.024
Ep400,4.90814588888434e-18,-0.203258944315019,0.077,0.101,2.45554538820884e-14,-0.024
Pak2,1.19806552874925e-15,-0.12257132006796,0.092,0.116,5.99392184033249e-12,-0.024
Rab43,5.43693296312878e-18,-0.18265536825166,0.078,0.103,2.72009756145333e-14,-0.025
Mob2,1.31451045682719e-17,-0.184821814102826,0.083,0.108,6.57649581550644e-14,-0.025
Becn1,1.87298723543006e-17,-0.15642018781471,0.084,0.109,9.37055513885657e-14,-0.025
Setd5,3.77485011556873e-16,-0.127882916589797,0.094,0.119,1.88855751281903e-12,-0.025
Gmfb,9.39892746894773e-16,-0.126412674482031,0.099,0.124,4.70228341271455e-12,-0.025
Adh5,2.18727589511294e-15,-0.123452189845166,0.1,0.125,1.094294130325e-11,-0.025
Dsp,6.65691745106084e-14,-0.168832997516119,0.12,0.145,3.33045580076574e-10,-0.025
Lmo4,3.31751400996931e-19,-0.114593162244775,0.075,0.1,1.65975225918765e-15,-0.025
Prpf8,4.8383209580844e-20,-0.223944448343513,0.085,0.111,2.42061197532962e-16,-0.026
Nectin3,5.08999308889901e-18,-0.178671219575591,0.084,0.11,2.54652354237617e-14,-0.026
Srebf2,3.4365834653981e-17,-0.153697060638857,0.098,0.124,1.71932270773867e-13,-0.026
Ddb1,3.15916499260815e-18,-0.159746601033236,0.091,0.117,1.58053024580186e-14,-0.026
Cyb5a,4.18394238111269e-16,-0.141627177653065,0.102,0.128,2.09322637327068e-12,-0.026
Rpn1,1.82149615661249e-15,-0.132636417626963,0.109,0.135,9.11294527153228e-12,-0.026
Adamdec1,7.61463207652726e-23,-1.09899086101866,0.173,0.199,3.80960042788659e-19,-0.026
Caprin1,0.116101968083444,0.151784600654915,0.299,0.325,1,-0.026
Brpf3,1.72185573186407e-22,-0.260427681051234,0.08,0.107,8.61444422651597e-19,-0.027
Micu2,1.48580579732101e-21,-0.230654980702062,0.08,0.107,7.433486403997e-18,-0.027
Tmem98,7.45727794416038e-21,-0.272507151755537,0.083,0.11,3.73087615546344e-17,-0.027
Zfp106,1.34679671023933e-20,-0.204201800645771,0.081,0.108,6.73802394132739e-17,-0.027
Cyb5r3,1.34999637664838e-19,-0.132195085987692,0.084,0.111,6.75403187237186e-16,-0.027
Ubr5,3.29467542716342e-19,-0.175604561064612,0.093,0.12,1.64832611620986e-15,-0.027
Zc3h11a,5.71320939303572e-18,-0.131234654174135,0.094,0.121,2.85831865933577e-14,-0.027
Defa5,7.22800300368067e-16,-1.6137906982518,0.131,0.158,3.61616990274144e-12,-0.027
Ambra1,7.20843304457967e-25,-0.302482741085153,0.075,0.103,3.60637905220321e-21,-0.028
Vwa8,1.49468087834352e-23,-0.316168738159656,0.082,0.11,7.47788843435262e-20,-0.028
Clk1,1.69750504564971e-21,-0.246597455628471,0.088,0.116,8.49261774338551e-18,-0.028
Ap2b1,4.24558573689082e-21,-0.20847524918943,0.088,0.116,2.12406654416648e-17,-0.028
Smad4,1.01682308873436e-17,-0.1257627404093,0.109,0.137,5.08716591293799e-14,-0.028
Dctn1,4.00361103997965e-26,-0.264194587422817,0.074,0.103,2.00300660330182e-22,-0.029
Eps15,5.84492152165249e-25,-0.201317890529999,0.074,0.103,2.92421423728274e-21,-0.029
Cmtm6,2.18313051200671e-24,-0.25168192957441,0.076,0.105,1.09222019515696e-20,-0.029
Cmip,2.69112330849917e-24,-0.254919493170293,0.082,0.111,1.34636899124214e-20,-0.029
Rab8a,4.39197148211228e-23,-0.236293545135492,0.08,0.109,2.19730333250077e-19,-0.029
Lin7c,1.56377529750266e-21,-0.207406794403513,0.089,0.118,7.82356781340579e-18,-0.029
Acaa2,8.53341560025117e-20,-0.162259095834024,0.096,0.125,4.26926782480566e-16,-0.029
Mpc1,1.20568484731241e-19,-0.159855573795185,0.096,0.125,6.03204129110401e-16,-0.029
Vdr,9.23587840195491e-19,-0.187021359437537,0.119,0.148,4.62070996449804e-15,-0.029
Cebpg,1.24236186300554e-22,-0.222218644876943,0.086,0.115,6.21553640061673e-19,-0.029
Ggnbp2,5.34157487015807e-26,-0.273622837045568,0.075,0.105,2.67238990754008e-22,-0.03
Sumo1,3.19253755859897e-22,-0.183053808006058,0.093,0.123,1.59722654056707e-18,-0.03
Vamp3,2.71548737424764e-21,-0.189094956088574,0.1,0.13,1.3585583333361e-17,-0.03
Skp1a,1.42938007026136e-20,-0.171689234936323,0.104,0.134,7.15118849151761e-17,-0.03
Tmprss4,9.77200361609535e-30,-0.382994510136804,0.07,0.101,4.8889334091325e-26,-0.031
Sec61a1,1.6730463439331e-27,-0.311378035833614,0.077,0.108,8.37025085869728e-24,-0.031
Zbtb7a,3.18701735470065e-26,-0.285483291705603,0.083,0.114,1.59446478255673e-22,-0.031
Tbl1xr1,4.3922472327934e-25,-0.240583273080875,0.081,0.112,2.19744129056654e-21,-0.031
Lrp6,4.6749041380805e-32,-0.334336016358117,0.069,0.101,2.33885454028167e-28,-0.032
Mark2,3.66885034539582e-27,-0.260480739014252,0.087,0.119,1.83552582780153e-23,-0.032
Brd2,1.26234019030984e-22,-0.163669689364456,0.098,0.13,6.31548797212013e-19,-0.032
Pten,4.28376489604034e-22,-0.146243073657869,0.103,0.135,2.14316757748898e-18,-0.032
Sort1,1.75618502479743e-23,-0.226825886556976,0.116,0.149,8.78619367906154e-20,-0.033
Fmr1,1.88743810928976e-32,-0.370764405303746,0.074,0.107,9.44285286077667e-29,-0.033
Gak,1.92969323528833e-29,-0.294133474703763,0.079,0.112,9.6542552561475e-26,-0.033
Tnks2,1.62651250754974e-28,-0.295062997865928,0.083,0.116,8.13744207527133e-25,-0.033
Comt,1.82271375727746e-28,-0.255868432490498,0.079,0.112,9.11903692765914e-25,-0.033
Plin2,2.34948336520336e-28,-0.218310626456461,0.083,0.116,1.17544652761124e-24,-0.033
Casp1,5.04584200228441e-25,-0.243683053566638,0.101,0.134,2.52443475374289e-21,-0.033
Csnk1d,6.0286176810191e-25,-0.212558468982039,0.093,0.126,3.01611742581386e-21,-0.033
Map7,1.58791492449883e-35,-0.445593959491489,0.068,0.102,7.94433836726764e-32,-0.034
Lgr4,4.22242121156869e-33,-0.411442607604965,0.07,0.104,2.11247733214781e-29,-0.034
Mknk2,2.51665089794971e-26,-0.261035270751183,0.107,0.141,1.25908044424424e-22,-0.034
Raf1,9.18635140674537e-22,-0.130092151127291,0.116,0.15,4.59593160879471e-18,-0.034
Prkaca,1.8024802568004e-35,-0.352026323680925,0.067,0.101,9.01780872477241e-32,-0.034
Atp6v1b2,4.69957844612033e-32,-0.299662850300526,0.08,0.114,2.351199096594e-28,-0.034
Atp5f1,4.33077992511637e-05,0.120745975222539,0.274,0.309,0.216668919653572,-0.035
Ywhag,9.66527892437191e-37,-0.364415798778877,0.066,0.101,4.83553904586327e-33,-0.035
Ppp3r1,1.88413052360094e-35,-0.368505071769777,0.076,0.111,9.4263050095755e-32,-0.035
Tmprss2,4.79539706862696e-35,-0.503995064253012,0.081,0.116,2.39913715343407e-31,-0.035
Cops2,4.36748084208442e-34,-0.346362184244454,0.073,0.108,2.18505066529484e-30,-0.035
Prkab1,6.06538882264002e-31,-0.350578711920849,0.086,0.121,3.0345140279668e-27,-0.035
Ankrd13a,2.85642660939767e-26,-0.176084648758736,0.106,0.142,1.42907023268166e-22,-0.036
Igkc,9.80332151454672e-45,-2.80620037087973,0.079,0.115,4.90460175372772e-41,-0.036
Wasl,7.05280131719377e-37,-0.381179437217338,0.071,0.107,3.52851649899204e-33,-0.036
Ppp2r1a,7.67974098712522e-35,-0.34628341929128,0.075,0.111,3.84217441585875e-31,-0.036
