,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Ighm,0,6.07467643315906,0.888,0.036,0,0.852
Igkc,0,2.41124742344317,0.934,0.105,0,0.829
Cd79b,0,6.82211800793995,0.686,0.01,0,0.676
H2-DMb2,0,6.21280110423499,0.617,0.012,0,0.605
Ms4a1,0,8.19353124964473,0.602,0.003,0,0.599
Cd79a,0,7.32026287766047,0.59,0.005,0,0.585
Spib,0,5.90041816228284,0.574,0.011,0,0.563
Ighd,0,8.34846945819515,0.527,0.002,0,0.525
Fcmr,0,8.3268090196108,0.495,0.002,0,0.493
Ptprc,0,3.47240385745965,0.534,0.057,0,0.477
Cd53,0,3.81824732030086,0.519,0.046,0,0.473
Cd37,0,6.13299100840945,0.48,0.009,0,0.471
Syk,0,3.10493687579513,0.521,0.083,0,0.438
Tnfrsf13c,0,7.35592216635776,0.426,0.003,0,0.423
Cr2,0,8.55083832099474,0.411,0.001,0,0.41
Cd72,0,4.74299060434853,0.425,0.02,0,0.405
Dock2,0,3.64706038047253,0.416,0.036,0,0.38
Pax5,0,8.73102050506509,0.371,0.001,0,0.37
Sorl1,0,2.55870155319665,0.477,0.11,0,0.367
Cxcl13,0,4.95327995018607,0.379,0.015,0,0.364
Msn,0,2.30625751900642,0.468,0.107,0,0.361
Pou2af1,0,4.80475885740106,0.37,0.013,0,0.357
Ciita,0,3.64771258308181,0.386,0.035,0,0.351
Blnk,0,2.06881650743336,0.494,0.147,0,0.347
Cd19,0,8.27696952924022,0.347,0.001,0,0.346
Cxcr4,0,4.29012944921756,0.365,0.021,0,0.344
Apobec3,0,2.95217493910056,0.384,0.058,0,0.326
Cd22,0,6.47434045986419,0.326,0.004,0,0.322
Ets1,0,3.38218478697838,0.36,0.039,0,0.321
Grk2,0,1.88538995873773,0.479,0.159,0,0.32
Sema4d,0,3.35335786398094,0.353,0.04,0,0.313
Fam49b,0,2.35782191331304,0.406,0.095,0,0.311
Cd24a,0,1.04154365881275,0.487,0.181,0,0.306
Cd83,0,4.25933594980896,0.314,0.019,0,0.295
Arhgef1,0,2.48770351351721,0.373,0.079,0,0.294
Cyfip2,0,3.44772161677278,0.322,0.032,0,0.29
Ikzf1,0,3.76896713882083,0.312,0.024,0,0.288
Il21r,0,4.49588508283369,0.276,0.014,0,0.262
Ccr6,0,6.39564881168748,0.262,0.003,0,0.259
Il2rg,0,3.32249587759826,0.287,0.029,0,0.258
Irf8,0,1.98012289579955,0.359,0.106,0,0.253
Gimap4,0,3.7924012881852,0.267,0.019,0,0.248
Blk,0,6.35293169419631,0.25,0.003,0,0.247
Bin1,0,3.33964104497961,0.274,0.031,0,0.243
Tnfrsf13b,0,4.6777483795996,0.248,0.01,0,0.238
Snx5,0,1.40319986794857,0.411,0.18,0,0.231
Cd180,0,4.94479294462594,0.236,0.008,0,0.228
Sell,0,4.69545740347462,0.236,0.008,0,0.228
Itga4,0,2.64146496866562,0.267,0.044,0,0.223
Unc93b1,0,2.20027081908729,0.289,0.066,0,0.223
Ddit4,0,1.31079838645782,0.411,0.19,0,0.221
Foxp1,0,1.82378352839257,0.319,0.103,0,0.216
Mknk2,0,1.58152025418834,0.354,0.138,0,0.216
Mzb1,0,3.94873348991016,0.224,0.014,0,0.21
S1pr1,0,2.87591573141979,0.235,0.028,0,0.207
Lrrk2,0,3.98165679070031,0.222,0.016,0,0.206
Lyn,0,2.31317909836407,0.263,0.057,0,0.206
Ifi209,0,4.22225048063292,0.218,0.012,0,0.206
Mbnl1,8.48269353172324e-306,1.12511946723065,0.397,0.192,4.24389157392114e-302,0.205
Ptk2b,0,2.35160435614802,0.259,0.057,0,0.202
Inpp5d,0,3.31977721052818,0.223,0.024,0,0.199
Ncf1,0,3.09772943368046,0.225,0.026,0,0.199
Hnrnpa1,2.98497035675599e-179,0.64816906668491,0.543,0.35,1.49338066948502e-175,0.193
Samhd1,0,1.51294452976317,0.304,0.111,0,0.193
Ptpn6,0,3.54030586019197,0.212,0.02,0,0.192
Btk,0,4.77980984674189,0.195,0.008,0,0.187
Notch2,0,2.46436929838987,0.23,0.045,0,0.185
Mycbp2,0,2.30013089547191,0.236,0.053,0,0.183
Ly86,0,2.82951753194554,0.212,0.03,0,0.182
Ppp1r16b,0,3.90461427751536,0.192,0.013,0,0.179
Cnp,0,2.66685652470528,0.214,0.037,0,0.177
Cybb,0,2.54179269071688,0.213,0.036,0,0.177
Plcg2,0,3.48031474322024,0.194,0.018,0,0.176
Baz1a,0,2.30640802892846,0.226,0.05,0,0.176
Myh9,9.90714568312393e-179,0.796416110580431,0.464,0.291,4.9565449852669e-175,0.173
Jak1,1.12844593510141e-320,1.43451652469725,0.292,0.119,5.64561501331234e-317,0.173
Tsc22d3,1.47158155122347e-288,1.25935712235569,0.307,0.134,7.362322500771e-285,0.173
Plekha2,0,1.93464099681785,0.24,0.069,0,0.171
Itsn2,0,1.47160905356907,0.28,0.11,0,0.17
Etnk1,0,1.61605891664422,0.264,0.094,0,0.17
Ddx6,3.69865446643184e-208,1.04567882530355,0.373,0.206,1.85043682955585e-204,0.167
Fli1,0,2.7407742029748,0.195,0.03,0,0.165
Elmo1,0,1.69815971029551,0.246,0.081,0,0.165
Tgfbr2,4.92459052669685e-194,0.852423842887227,0.34,0.176,2.46377264050643e-190,0.164
Nfkb2,0,2.10341608066494,0.218,0.054,0,0.164
Grb2,0,1.62814229070582,0.257,0.094,0,0.163
Foxo1,0,2.2783939224293,0.211,0.048,0,0.163
Tgfb1,0,2.309843471694,0.205,0.042,0,0.163
Ncf4,0,3.45657397306284,0.179,0.017,0,0.162
Evl,0,2.55207763532859,0.194,0.034,0,0.16
Vav1,0,3.05264637326869,0.182,0.022,0,0.16
Rel,0,3.34198754285561,0.178,0.019,0,0.159
Irf4,0,3.61675488350927,0.171,0.013,0,0.158
Mcl1,1.24314757709172e-187,0.992232338569781,0.355,0.197,6.21946732818986e-184,0.158
Sfpq,2.42642572827328e-162,0.846215818671036,0.391,0.234,1.21394079185512e-158,0.157
Sept6,0,2.55570294424647,0.188,0.032,0,0.156
Gm2a,3.07704755965178e-298,1.08004891027321,0.251,0.095,1.53944689409379e-294,0.156
Irf5,0,2.87566121779599,0.178,0.024,0,0.154
Tap1,0,1.86650809702381,0.216,0.062,0,0.154
Stat1,0,1.6515346042058,0.233,0.08,0,0.153
Bach2,0,4.13985342854098,0.163,0.01,0,0.153
Pdcd4,1.21532491782183e-211,1.16811553538239,0.296,0.145,6.0802705638626e-208,0.151
Il10ra,0,2.65064713580728,0.177,0.028,0,0.149
Plxnc1,0,3.81667292788293,0.161,0.012,0,0.149
Actr2,2.93580195139808e-144,0.794546656035102,0.43,0.281,1.46878171628446e-140,0.149
Cybc1,0,2.55302402801026,0.181,0.033,0,0.148
Hhex,0,4.13715271967314,0.155,0.009,0,0.146
Ero1lb,0,3.27255924580176,0.163,0.018,0,0.145
Cxcr5,0,7.77175406671671,0.145,0.001,0,0.144
Zdhhc18,0,2.14569149809241,0.189,0.046,0,0.143
Smap2,0,2.08207804580863,0.192,0.05,0,0.142
Cyld,1.57416257962475e-246,1.35242800488524,0.239,0.098,7.87553538586262e-243,0.141
