,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Thbs1,0,4.64917650853086,0.807,0.087,0,0.72
Fcgr3,0,4.14600387015169,0.779,0.059,0,0.72
Samhd1,0,3.53419050896843,0.754,0.112,0,0.642
Cd14,0,5.57505355376068,0.693,0.058,0,0.635
Clec4e,0,7.89840909305589,0.582,0.003,0,0.579
Cd53,0,3.90219668666135,0.625,0.05,0,0.575
Il1rn,0,5.94894196781359,0.585,0.037,0,0.548
Ptprc,0,3.40095678506936,0.608,0.062,0,0.546
Msn,0,2.64795830128327,0.628,0.11,0,0.518
Fcgr2b,0,3.97322418366583,0.556,0.039,0,0.517
Csf2rb,0,5.00487074580605,0.52,0.018,0,0.502
Socs3,0,3.6954626779908,0.572,0.072,0,0.5
Ccr1,0,4.41210040697561,0.525,0.029,0,0.496
Itgam,0,4.72135427937278,0.515,0.022,0,0.493
Cd68,0,3.24753443449047,0.551,0.059,0,0.492
Cybb,0,3.81671017291468,0.505,0.037,0,0.468
Ccr5,0,4.48659473496038,0.492,0.027,0,0.465
Lyn,0,3.31051324913949,0.521,0.059,0,0.462
Pirb,0,4.57868012258753,0.477,0.022,0,0.455
Gbp2,0,4.34866799871439,0.493,0.039,0,0.454
Hif1a,0,2.93705988465515,0.538,0.087,0,0.451
Csf1r,0,3.29249375241127,0.505,0.054,0,0.451
Fcgr4,0,3.9385212334369,0.482,0.034,0,0.448
Itgb2,0,3.79521126444322,0.474,0.035,0,0.439
Syk,9.57305499445057e-311,2.67956583805603,0.515,0.087,4.78939941372362e-307,0.428
Ccr2,0,4.75784826641907,0.441,0.022,0,0.419
Marcks,5.13925448397328e-162,1.95849157627733,0.593,0.183,2.57116901833183e-158,0.41
Mcl1,1.71790494756692e-149,1.88330724663429,0.602,0.199,8.59467845267731e-146,0.403
Picalm,3.80708168336634e-147,1.90131306866984,0.602,0.201,1.90468296618818e-143,0.401
Ptpn1,0,3.37245407569209,0.452,0.052,0,0.4
Mapkapk2,9.73450986272273e-254,2.66826948399948,0.497,0.097,4.87017528432018e-250,0.4
Marcksl1,3.42594778387104e-268,3.05969352233879,0.493,0.094,1.71400167627068e-264,0.399
Stat1,7.89339238017683e-294,2.88171605310677,0.48,0.081,3.94906420780247e-290,0.399
Tnfrsf1b,0,3.68859736375121,0.443,0.045,0,0.398
Zeb2,0,3.07816217751082,0.457,0.06,0,0.397
Sdcbp,2.41548398076923e-126,1.66433556641455,0.659,0.262,1.20846663557884e-122,0.397
Acod1,0,7.38469433846032,0.397,0.003,0,0.394
Il10ra,0,3.92069175149678,0.423,0.029,0,0.394
Sirpa,0,3.16871455199855,0.443,0.053,0,0.39
Fcgr1,0,4.09729808373722,0.415,0.028,0,0.387
Ptgs2,0,7.26564549058744,0.393,0.011,0,0.382
Nampt,0,3.30908607955661,0.433,0.053,0,0.38
Pkm,1.58967318063142e-109,1.55580030200047,0.641,0.266,7.95313492269902e-106,0.375
Slc11a1,0,4.59047713435406,0.39,0.018,0,0.372
Gm2a,9.75005476436233e-212,2.2120050784739,0.467,0.096,4.87795239861047e-208,0.371
Spi1,0,3.94199725089653,0.395,0.027,0,0.368
Fam49b,6.70442521728037e-211,2.47711504584455,0.466,0.098,3.35422393620537e-207,0.368
Tgm2,2.74631667026143e-135,1.99985262382291,0.526,0.166,1.37398223013179e-131,0.36
Fpr2,0,6.00869209523019,0.362,0.006,0,0.356
Clec4n,0,4.19016948669554,0.361,0.021,0,0.34
Ifi209,0,4.7487512721189,0.352,0.014,0,0.338
Il4ra,4.95918156540454e-211,2.52440001078887,0.416,0.079,2.48107853717189e-207,0.337
Chil3,0,7.01941043934175,0.339,0.003,0,0.336
Lcp2,0,3.55290158136824,0.366,0.031,0,0.335
Cxcl16,1.24582269847163e-156,2.15362139944062,0.436,0.105,6.23285096045356e-153,0.331
Selplg,0,3.60218487480716,0.362,0.031,0,0.331
Ifi204,0,4.82475580051958,0.338,0.012,0,0.326
C3,3.24502276233573e-148,1.19717769916143,0.423,0.097,1.62348488799657e-144,0.326
Tlr2,4.68808369965263e-268,3.05491001059144,0.382,0.057,2.34544827493621e-264,0.325
Isg15,0,3.93825936470316,0.354,0.029,0,0.325
Csf3r,0,5.33980600901357,0.333,0.009,0,0.324
Il1a,0,8.66646225071321,0.326,0.002,0,0.324
Map4k4,1.69527096971462e-191,2.62468784171145,0.405,0.082,8.48144066148223e-188,0.323
Tgfb1,0,3.23855437139984,0.364,0.043,0,0.321
Cd274,0,4.75022971088618,0.336,0.016,0,0.32
Vsir,0,3.21972532429279,0.359,0.039,0,0.32
Plin2,8.80268801670447e-137,2.00265683387526,0.434,0.115,4.40398481475725e-133,0.319
Cxcl2,0,7.49206241551414,0.318,0.002,0,0.316
Tap1,2.2285734582967e-224,2.70159310301673,0.377,0.063,1.11495530118584e-220,0.314
Rab32,2.35438601649805e-245,2.79535582705249,0.37,0.057,1.17789932405397e-241,0.313
Sell,0,5.04515768130328,0.321,0.01,0,0.311
Gnai2,2.03132580325974e-83,1.42989871304238,0.507,0.199,1.01627229937085e-79,0.308
Entpd1,6.24467537126602e-264,2.97316110208394,0.346,0.047,3.12421108824439e-260,0.299
Oasl2,1.68011950124616e-183,2.41432440750043,0.367,0.069,8.40563786473452e-180,0.298
Irf1,2.92538851484034e-91,1.81991940970806,0.462,0.168,1.46357187397462e-87,0.294
Ccl3,0,8.09193573026087,0.295,0.004,0,0.291
Bcl2a1a,0,3.8669615881175,0.311,0.023,0,0.288
Ncf1,0,3.49180791594787,0.316,0.028,0,0.288
Csf2rb2,0,4.31216925747675,0.302,0.015,0,0.287
Arrb2,9.57063948762242e-240,2.7722081528239,0.33,0.046,4.7881909356575e-236,0.284
Sod2,3.40857764066702e-171,2.80451920542342,0.341,0.066,1.70531139362571e-167,0.275
Litaf,5.6155260734269e-73,1.47393321113826,0.448,0.174,2.80944769453548e-69,0.274
Ncf4,0,3.97829587344426,0.29,0.018,0,0.272
Dusp1,6.65990513910501e-264,3.5335037875446,0.31,0.039,3.33195054109424e-260,0.271
Actr2,2.68808530819338e-50,1.02038508978533,0.552,0.282,1.34484907968915e-46,0.27
Adgre5,3.10901086976132e-169,2.46269169319594,0.328,0.06,1.55543813814159e-165,0.268
Rbms1,6.56800452293509e-148,2.3154262479293,0.336,0.069,3.28597266282442e-144,0.267
Unc93b1,1.42695584759377e-146,2.2846390847095,0.333,0.068,7.13906010551165e-143,0.265
Grn,1.30067852395959e-65,1.35640631954844,0.448,0.184,6.50729465536984e-62,0.264
Fgr,0,4.41842147788873,0.275,0.012,0,0.263
Tnfrsf1a,7.00550441962904e-72,1.50874607429394,0.423,0.16,3.50485386114041e-68,0.263
Nlrp3,0,6.3693822982739,0.266,0.004,0,0.262
Sorl1,4.54712715360018e-93,1.82494661963635,0.374,0.113,2.27492771494617e-89,0.261
Plaur,0,4.84219000099542,0.269,0.011,0,0.258
Atp6v1b2,2.16457393064148e-89,1.72227417106724,0.37,0.113,1.08293633749993e-85,0.257
Aif1,2.37898774544073e-167,2.54531744809954,0.311,0.055,1.190207569044e-163,0.256
Nfkb1,2.24397715830696e-94,1.8365420733424,0.361,0.105,1.12266177230097e-90,0.256
Cxcl9,0,5.53322026227512,0.266,0.011,0,0.255
Cd300lf,0,4.58288804384997,0.264,0.011,0,0.253
Rab8b,4.80687890112679e-198,2.85039939677026,0.297,0.045,2.40488151423373e-194,0.252
Ppt1,9.05054573019764e-74,1.48855954651698,0.389,0.137,4.52798802881788e-70,0.252
Notch2,1.74214319236379e-183,2.62570281037482,0.295,0.047,8.71594239139602e-180,0.248
Lamp2,3.78494971747003e-72,1.54771175148866,0.382,0.134,1.89361034365026e-68,0.248
Tnfaip3,2.1623415079056e-251,3.5651773724756,0.282,0.034,1.08181945640517e-247,0.248
Bcl2l11,1.1540093193547e-223,3.08986106969999,0.285,0.038,5.77350862473158e-220,0.247
Gpr35,2.703990523263e-282,3.34797712553846,0.275,0.029,1.35280645878848e-278,0.246
Bach1,1.85913906395226e-113,2.18681310737248,0.325,0.079,9.30127273695316e-110,0.246
Abca1,3.53863018917917e-208,2.92063336586873,0.284,0.04,1.77037668364634e-204,0.244
Cd44,5.24867136857028e-149,2.45147072004818,0.297,0.055,2.62591028569571e-145,0.242
Slc16a3,0,4.09676028140271,0.259,0.018,0,0.241
Kdm6b,3.68779714147216e-127,2.32688991705094,0.305,0.065,1.84500490987852e-123,0.24
Dusp6,4.01737368360607e-79,1.8163858996108,0.356,0.116,2.00989205390812e-75,0.24
Itga4,5.03274541568543e-174,2.61279533857978,0.285,0.046,2.51788253146742e-170,0.239
Hspa5,5.34152030878513e-37,0.977385394468443,0.61,0.372,2.6723626104852e-33,0.238
C5ar1,0,4.36288426375305,0.249,0.012,0,0.237
F13a1,0,3.8439287376771,0.254,0.019,0,0.235
Slc2a1,1.47098197261282e-110,2.19745935929409,0.307,0.072,7.35932280898194e-107,0.235
Cfb,2.7003495866545e-102,2.47349189082219,0.318,0.084,1.35098489820325e-98,0.234
Prkcd,7.75941746334732e-50,1.2471720984089,0.423,0.189,3.88203655691266e-46,0.234
Diaph1,1.29710884853115e-53,1.25531477772851,0.398,0.165,6.48943556920137e-50,0.233
Furin,6.77785845158014e-76,1.69044200833992,0.338,0.107,3.39096258332555e-72,0.231
Hck,0,3.40644920557617,0.248,0.02,0,0.228
Vav1,1.48268018949048e-294,3.38499336700929,0.251,0.024,7.41784898802085e-291,0.227
Atp6v1a,6.06362083628283e-105,2.06200774280531,0.298,0.071,3.0336295043923e-101,0.227
Irf5,2.76230524924877e-271,3.28152756339139,0.251,0.025,1.38198131619916e-267,0.226
Grk2,1.91347447863692e-51,1.29357700275526,0.387,0.162,9.57311281662053e-48,0.225
Jak2,4.74425029061736e-75,1.77249263992389,0.326,0.103,2.37354842039586e-71,0.223
Pim1,3.05850743202986e-315,3.64647129439479,0.243,0.021,1.53017126824454e-311,0.222
Cxcl10,0,6.24153355514732,0.226,0.006,0,0.22
Dock2,1.84841284493362e-168,2.55096138238385,0.259,0.039,9.24760946320291e-165,0.22
Mafb,7.15150567416315e-161,2.74489989729742,0.262,0.042,3.57789828878382e-157,0.22
Igha,4.76305146055959e-53,0.370605131394385,0.357,0.14,2.38295464571796e-49,0.217
Lrp1,6.94123621217311e-35,0.88582141204673,0.485,0.268,3.47270047695021e-31,0.217
Hmox1,0,4.14113179592331,0.233,0.018,0,0.215
Rbpj,3.44526614025339e-93,2.09259695350063,0.287,0.072,1.72366664996877e-89,0.215
Lmnb1,3.2369321786669e-94,2.08748448735585,0.285,0.071,1.61943716898705e-90,0.214
Msrb1,1.61881140401269e-202,3.05690170079911,0.241,0.03,8.09891345427548e-199,0.211
Nfkbie,9.88131291682493e-323,3.76537000535622,0.228,0.018,4.94362085228751e-319,0.21
App,7.09562342120651e-31,0.820141078314949,0.505,0.296,3.54994039762962e-27,0.209
