,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Cav1,0,3.15360028688139,0.702,0.106,0,0.596
Plvap,0,5.75698502832708,0.612,0.019,0,0.593
Pecam1,0,5.38240505496496,0.601,0.021,0,0.58
Egfl7,0,5.94090956195841,0.513,0.011,0,0.502
S1pr1,0,5.27798378862277,0.51,0.017,0,0.493
Epas1,0,2.83993309389114,0.664,0.173,0,0.491
Cdh5,0,5.93762904322947,0.484,0.01,0,0.474
Podxl,0,5.43048680870829,0.483,0.015,0,0.468
Eng,0,4.19201977243996,0.493,0.035,0,0.458
Adgrf5,0,5.34114734367225,0.47,0.014,0,0.456
Cav2,0,3.41846896969551,0.409,0.045,0,0.364
Col4a1,0,1.95638300597008,0.497,0.151,0,0.346
Cd36,0,4.32671208732687,0.366,0.025,0,0.341
Msn,0,2.29274635650354,0.442,0.101,0,0.341
Tgfbr2,0,1.79816478297195,0.504,0.169,0,0.335
Vwf,0,6.36513516235832,0.334,0.007,0,0.327
Sox18,0,5.85854059602595,0.321,0.006,0,0.315
Col4a2,0,1.92457487689912,0.437,0.13,0,0.307
Calcrl,0,3.86491789429618,0.328,0.028,0,0.3
Ece1,0,2.16854810305178,0.404,0.112,0,0.292
Kdr,0,5.57201201467619,0.299,0.007,0,0.292
Cd200,0,3.22040858736681,0.327,0.04,0,0.287
Ddit4,0,1.80254733659623,0.464,0.184,0,0.28
Cavin1,0,2.24576802095513,0.359,0.082,0,0.277
Igfbp3,0,3.09669091250478,0.318,0.054,0,0.264
Thbs1,0,2.10013946966618,0.338,0.081,0,0.257
Osmr,0,2.73142290885538,0.306,0.051,0,0.255
Tie1,0,5.77173794171407,0.259,0.005,0,0.254
Clic4,0,2.21736418669679,0.331,0.08,0,0.251
Il6st,0,2.335572373019,0.331,0.082,0,0.249
Flt1,0,5.75892266405485,0.252,0.005,0,0.247
Bmpr2,0,1.84440408934046,0.36,0.115,0,0.245
Ace,0,2.92986135067469,0.287,0.046,0,0.241
Plpp3,0,2.08655964701157,0.32,0.08,0,0.24
Jam2,0,3.77389942470401,0.254,0.02,0,0.234
Hspg2,0,2.10205419856152,0.307,0.08,0,0.227
Tgm2,0,1.40498517291945,0.383,0.16,0,0.223
Acvrl1,0,2.97143181147863,0.251,0.034,0,0.217
Col15a1,0,2.9206739857551,0.256,0.04,0,0.216
Esam,0,5.14062170102109,0.222,0.007,0,0.215
Flt4,0,5.53343706516077,0.22,0.006,0,0.214
Bcam,0,3.4792343411582,0.236,0.023,0,0.213
Gnai2,0,1.20001406612104,0.403,0.193,0,0.21
Ccl21a,0,5.20914388885852,0.223,0.016,0,0.207
Shank3,0,5.6151941999711,0.21,0.004,0,0.206
Cd34,0,3.51857123506017,0.225,0.021,0,0.204
Tsc22d3,0,1.42565053445843,0.332,0.13,0,0.202
Tek,0,5.2102947999446,0.207,0.006,0,0.201
Ackr3,0,3.19949150363822,0.226,0.028,0,0.198
Ccl21b,0,5.22446937503866,0.211,0.014,0,0.197
Myh9,0,0.917898574713402,0.484,0.288,0,0.196
Arhgef15,0,5.28522504200925,0.2,0.005,0,0.195
Entpd1,0,2.55259120673303,0.235,0.042,0,0.193
Eln,0,2.1603826953303,0.251,0.06,0,0.191
Mmrn1,0,5.76579559167443,0.197,0.007,0,0.19
Utrn,0,1.65550903477172,0.277,0.096,0,0.181
Nr2f2,0,2.63756307216404,0.222,0.041,0,0.181
Gja1,0,1.33877768838081,0.277,0.097,0,0.18
Ets1,0,2.4987748704231,0.217,0.037,0,0.18
Ppp1r2,0,1.49237290362893,0.303,0.123,0,0.18
Rhoj,0,2.29865915088601,0.227,0.048,0,0.179
Sptan1,0,1.03032688542827,0.387,0.21,0,0.177
Arhgap31,0,3.5710384590965,0.193,0.017,0,0.176
Lamc1,0,1.34066877146144,0.286,0.11,0,0.176
Lyve1,0,5.04347834238324,0.186,0.011,0,0.175
She,0,4.63523223997614,0.183,0.008,0,0.175
Nrp1,0,2.3511291820756,0.217,0.047,0,0.17
Mcam,0,2.326677236831,0.208,0.039,0,0.169
Fstl1,0,1.10141691560409,0.291,0.123,0,0.168
Myo1c,0,1.39187471392404,0.282,0.115,0,0.167
Nid1,0,1.69633545268396,0.236,0.07,0,0.166
Abca1,0,2.57077863362102,0.201,0.036,0,0.165
Clec14a,0,4.0387574641736,0.176,0.012,0,0.164
Sema3f,0,3.65968603331797,0.178,0.014,0,0.164
Flna,1.89372985067196e-297,-0.233650216083023,0.366,0.204,9.47433044291183e-294,0.162
Nedd4,0,0.690776533032717,0.428,0.267,0,0.161
Fli1,0,2.8079692250615,0.187,0.027,0,0.16
Zbtb16,0,1.35432627397079,0.249,0.089,0,0.16
Col18a1,0,1.38160415864827,0.242,0.082,0,0.16
Cxcl12,0,1.22028174158285,0.283,0.123,0,0.16
Arrb1,0,1.74388839799887,0.243,0.084,0,0.159
Lepr,0,3.17823249060623,0.179,0.021,0,0.158
Notch1,0,2.66672549177779,0.19,0.032,0,0.158
Pakap,0,2.47233279610016,0.194,0.036,0,0.158
Tgfbr3,0,1.25785773718317,0.254,0.096,0,0.158
Itgb1,2.64703567540737e-288,0.499411538219843,0.497,0.34,1.32431194840631e-284,0.157
Itga1,0,1.49628883570301,0.232,0.076,0,0.156
Pltp,0,1.41009597618871,0.239,0.083,0,0.156
Ppfibp1,0,2.23867697171164,0.192,0.043,0,0.149
Map4k4,0,1.55899459460856,0.227,0.079,0,0.148
Lama4,0,1.90681994691636,0.202,0.055,0,0.147
Snrk,0,2.21543902150788,0.192,0.045,0,0.147
Fbln2,0,3.0272534966442,0.168,0.022,0,0.146
Ehd4,0,2.56618016302365,0.179,0.033,0,0.146
Cd93,0,3.33634666400253,0.161,0.016,0,0.145
Dysf,0,3.58675550281451,0.159,0.014,0,0.145
Galnt18,0,4.12499743444582,0.154,0.009,0,0.145
Nfib,0,1.63739465982976,0.219,0.075,0,0.144
Tns2,0,2.81886417250262,0.169,0.025,0,0.144
Selp,0,6.80470317492729,0.146,0.002,0,0.144
Rdx,0,2.00842037843287,0.192,0.049,0,0.143
Pdgfb,0,3.57450748481445,0.157,0.014,0,0.143
Reln,0,5.5712818347434,0.147,0.004,0,0.143
Aplp2,0,1.57833962307,0.221,0.079,0,0.142
Cyb5r3,0,1.27967472094435,0.247,0.106,0,0.141
App,1.20506053540901e-271,0.603735638159569,0.433,0.292,6.02891785865126e-268,0.141
Tagln,1.30168762717388e-246,-0.412870447774014,0.323,0.182,6.51234319875092e-243,0.141
Lamb1,0,1.40102856887061,0.219,0.079,0,0.14
Ackr1,0,5.69227486068828,0.143,0.004,0,0.139
Lamb2,0,2.06880674496784,0.181,0.044,0,0.137
Fscn1,0,2.56697396825534,0.166,0.03,0,0.136
Lifr,0,2.69463287348502,0.163,0.027,0,0.136
Serpina3n,0,0.623202710846422,0.272,0.138,0,0.134
Aplnr,0,5.5505507643895,0.137,0.004,0,0.133
Fbn1,0,1.15104970995247,0.218,0.085,0,0.133
Txnip,9.34040069356423e-251,0.646754191036829,0.41,0.279,4.67300246699018e-247,0.131
Marcks,2.5979889875922e-306,0.78108868774232,0.31,0.18,1.29977389049238e-302,0.13
Plxnd1,0,3.38865724978436,0.144,0.014,0,0.13
Jag1,0,2.66988211903616,0.159,0.03,0,0.129
Adgrg1,0,2.90402367584255,0.15,0.022,0,0.128
Meox1,0,4.93468333472517,0.131,0.004,0,0.127
Parvb,0,4.03550309511882,0.135,0.008,0,0.127
Prelp,0,1.53831731946337,0.22,0.093,0,0.127
Rbms1,0,1.57171694500218,0.193,0.066,0,0.127
Wwtr1,0,2.28282176784115,0.16,0.033,0,0.127
Nos3,0,6.18504884878548,0.128,0.002,0,0.126
Mprip,5.59330849004012e-236,0.634934672481314,0.383,0.257,2.79833223756707e-232,0.126
Rai14,0,1.96587626492066,0.171,0.046,0,0.125
Ephb4,0,1.99762486060519,0.167,0.044,0,0.123
Sox17,0,6.11329654659474,0.123,0.002,0,0.121
Tnfrsf1a,3.19834207943641e-303,0.877414053115292,0.277,0.157,1.60013054234204e-299,0.12
Dst,0,1.10173018588154,0.232,0.112,0,0.12
Arhgef12,0,1.29755170032909,0.208,0.088,0,0.12
Madcam1,0,6.44685802790005,0.122,0.002,0,0.12
Adamts1,0,2.36993869319927,0.149,0.031,0,0.118
Rgcc,0,3.34201306092996,0.132,0.017,0,0.115
Fzd4,0,3.65312689381314,0.124,0.01,0,0.114
Hey1,0,4.62781780181193,0.12,0.006,0,0.114
Notch4,0,4.5659068476434,0.119,0.005,0,0.114
Synpo,0,2.33978263892234,0.143,0.029,0,0.114
Fyn,0,2.00836087882766,0.149,0.037,0,0.112
Galnt15,0,3.78794206557085,0.12,0.008,0,0.112
Itpkb,0,2.22382447520045,0.143,0.031,0,0.112
Plk2,0,2.91379048926766,0.127,0.018,0,0.109
Itga5,0,0.94998876647748,0.177,0.069,0,0.108
Stmn2,0,2.67542977782016,0.117,0.011,0,0.106
Vat1,0,1.13609792363486,0.201,0.095,0,0.106
Calu,1.71978228288998e-270,0.876662105364674,0.232,0.126,8.60407076129858e-267,0.106
Tgfb1,0,1.82439725209485,0.147,0.041,0,0.106
Il1r1,0,1.70098185720904,0.155,0.05,0,0.105
Tmem109,0,1.36238241939164,0.175,0.07,0,0.105
Iqgap1,3.84475610122152e-281,0.991604108786619,0.22,0.117,1.92353147744113e-277,0.103
Gbp2,0,1.91234986278767,0.138,0.036,0,0.102
Igf2,0,3.86291941834239,0.115,0.013,0,0.102
Jak3,0,2.21444720391833,0.131,0.03,0,0.101
Dpysl2,0,1.13500968524421,0.181,0.08,0,0.101
Dusp3,0,1.64152529012879,0.151,0.05,0,0.101
Sh3bp5,0,3.15410145390016,0.112,0.013,0,0.099
Capn2,6.74740910790658e-306,1.05111029728577,0.194,0.095,3.37572877668566e-302,0.099
Cd47,3.79920233265515e-242,0.879146163501756,0.225,0.126,1.90074092702737e-238,0.099
Csf2rb2,0,3.30798107891399,0.11,0.012,0,0.098
Icam1,0,2.46351776166987,0.124,0.026,0,0.098
Lama5,0,1.8832846870381,0.132,0.034,0,0.098
Syne1,0,2.09970903883823,0.128,0.03,0,0.098
Thbd,0,2.91970884903336,0.113,0.015,0,0.098
Plec,3.1738533698667e-122,0.401041220487929,0.408,0.31,1.58787884094431e-118,0.098
Gramd1a,0,1.83474026612033,0.134,0.038,0,0.096
Nrp2,0,1.28372614122789,0.166,0.07,0,0.096
Plod1,0,2.05833911756581,0.127,0.031,0,0.096
Nfe2l1,7.27280783849956e-223,0.860436404474996,0.227,0.131,3.63858576160133e-219,0.096
Rhoa,5.30480602019072e-138,0.516426499864298,0.339,0.245,2.65399445190142e-134,0.094
Dll4,0,2.8167538095835,0.111,0.017,0,0.094
Jak1,1.19413654894573e-231,0.883839406949962,0.213,0.119,5.97426515437549e-228,0.094
Prkar1a,5.94040875015716e-210,0.784019319244178,0.225,0.131,2.97198649770363e-206,0.094
Tjp1,0,1.18311487479563,0.174,0.08,0,0.094
Pkp4,0,1.26441339813212,0.168,0.075,0,0.093
Myh11,3.69546685610373e-114,-0.789624310716152,0.249,0.156,1.8488420681087e-110,0.093
Sept2,1.30425158031033e-157,0.608918200527665,0.282,0.189,6.52517065629259e-154,0.093
Sept11,5.98870358503177e-315,1.12679218855735,0.17,0.078,2.9961484035914e-311,0.092
Mtus1,1.06755166993467e-285,1.0996427974667,0.18,0.088,5.34096100468314e-282,0.092
Elmo1,6.7458447270355e-308,1.12948428371789,0.172,0.08,3.37494611693586e-304,0.092
Sulf1,0,2.26312949749935,0.117,0.026,0,0.091
Map4,9.16410420632481e-232,0.89344716062827,0.197,0.106,4.5848013344243e-228,0.091
Bcr,0,1.72173592223082,0.133,0.042,0,0.091
Gimap4,0,2.32206419366296,0.111,0.02,0,0.091
Gucy1a1,0,1.98291383183601,0.121,0.03,0,0.091
Lfng,0,2.14785659317147,0.12,0.029,0,0.091
Rapgef1,0,1.50362809324355,0.143,0.052,0,0.091
Cd81,0,1.26372200712583,0.156,0.066,0,0.09
Dusp1,0,1.7102338972142,0.127,0.037,0,0.09
Arhgef7,0,1.53912558228552,0.137,0.048,0,0.089
Gabbr1,2.66815953365541e-272,1.05548873015597,0.17,0.082,1.3348802146878e-268,0.088
Sema6a,0,1.68768976487649,0.129,0.041,0,0.088
Adamdec1,3.05495217359493e-84,-0.316597205221497,0.283,0.195,1.52839257244955e-80,0.088
Nfat5,2.02350365961431e-277,1.13288604395175,0.167,0.08,1.01235888090504e-273,0.087
