,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Igkc,0,2.52446711833521,0.82,0.112,0,0.708
Igha,0,2.69413549632496,0.84,0.138,0,0.702
Jchain,0,2.80997601273695,0.755,0.064,0,0.691
Cxcl16,0,2.58424654795186,0.506,0.104,0,0.402
Csf1r,0,3.23532960725108,0.442,0.053,0,0.389
Adamdec1,6.351499300393e-222,0.805318402458533,0.578,0.197,3.17765509998662e-218,0.381
Ptprc,0,2.74677455057184,0.435,0.061,0,0.374
Fcgr3,0,2.69907637383431,0.398,0.059,0,0.339
Aif1,0,2.90374922071032,0.393,0.055,0,0.338
Cd68,0,2.8975837822225,0.397,0.059,0,0.338
Gm2a,0,2.065410761519,0.432,0.096,0,0.336
Sirpa,0,2.88530233221335,0.375,0.053,0,0.322
Cd53,0,2.8604659808929,0.369,0.05,0,0.319
Marcks,8.59691931402054e-204,1.60135290071924,0.499,0.183,4.30103873280448e-200,0.316
Grn,3.07909171255986e-192,1.74703122286935,0.48,0.183,1.5404695837937e-188,0.297
Samhd1,1.43722418007683e-241,1.91521322703079,0.399,0.112,7.1904325729244e-238,0.287
Ccl8,0,2.6400532633173,0.344,0.06,0,0.284
Cd4,0,3.72237539738486,0.296,0.024,0,0.272
Msn,5.50388069266966e-206,1.7197074178458,0.374,0.11,2.75359151054263e-202,0.264
Arrb2,0,2.74977109626077,0.308,0.046,0,0.262
Serpina3n,4.09243394264239e-150,1.10498110779602,0.397,0.141,2.04744470150399e-146,0.256
Hspa5,9.1944334066177e-93,0.907952250609663,0.628,0.372,4.59997503333083e-89,0.256
Cybb,0,3.00177718722855,0.292,0.037,0,0.255
Vcam1,0,3.28242757624679,0.289,0.035,0,0.254
Axl,1.08433572506068e-229,1.98417908338751,0.331,0.084,5.4249316324786e-226,0.247
Dock2,0,2.8309987575052,0.284,0.039,0,0.245
Pltp,1.31143708406576e-216,1.90542931299831,0.328,0.086,6.56111973158098e-213,0.242
Fcgr4,0,3.04600135396386,0.274,0.034,0,0.24
Il2rg,0,3.13540019142608,0.27,0.032,0,0.238
Itga4,0,2.6168338206515,0.283,0.046,0,0.237
Ppt1,2.50961747549338e-144,1.56346192969104,0.372,0.136,1.25556162298934e-140,0.236
Fcgr2b,0,2.8001433260589,0.271,0.039,0,0.232
Unc93b1,3.98433917202981e-247,2.2104056630703,0.3,0.068,1.99336488776651e-243,0.232
Ms4a7,0,3.52760340987025,0.248,0.021,0,0.227
Col1a1,3.32834088254903e-83,0.572472230292992,0.411,0.186,1.66516894353928e-79,0.225
Tgfbr2,2.52797540451063e-92,1.02489340005416,0.397,0.177,1.26474609487667e-88,0.22
Il10ra,0,3.11439749097772,0.249,0.029,0,0.22
Lcp2,0,3.07581900897256,0.25,0.03,0,0.22
Tgfb1,0,2.62370932565333,0.26,0.043,0,0.217
Adgre1,0,3.00792821292835,0.246,0.03,0,0.216
Itgb2,0,2.71770365840037,0.248,0.035,0,0.213
