,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Msn,1.65737998471782e-261,1.36923505049558,0.243,0.109,8.29187206354327e-258,0.134
Col4a1,8.62108956362824e-162,0.944426637049786,0.282,0.159,4.31313110868321e-158,0.123
Marcks,2.84237090299672e-147,1.00230857859846,0.299,0.182,1.42203816276926e-143,0.117
Gm2a,4.493831673218e-218,1.36701006133176,0.211,0.095,2.24826398611097e-214,0.116
Col18a1,5.79888570383715e-219,1.28104495510442,0.196,0.085,2.90118251762973e-215,0.111
Pdgfrb,0,2.36140312370731,0.144,0.041,0,0.103
Epas1,8.66278022883886e-115,0.994227162204827,0.285,0.185,4.33398894848808e-111,0.1
Col4a2,1.48275417003613e-105,0.891980172789166,0.231,0.137,7.41821911269077e-102,0.094
Notch3,0,3.80724682117912,0.103,0.01,0,0.093
Fcgr3,1.62289202867305e-186,1.51769873353665,0.146,0.059,8.11932881945126e-183,0.087
Zeb2,3.93303697000728e-184,1.52751704275773,0.146,0.06,1.96769839609464e-180,0.086
Cd36,2.18098783514461e-270,2.28656011036529,0.113,0.033,1.09114821392285e-266,0.08
Ccl11,4.54531450749433e-136,1.2587931170686,0.143,0.065,2.27402084809941e-132,0.078
Serpina3n,1.12485222533295e-59,0.14690135748403,0.218,0.141,5.62763568334077e-56,0.077
C3,7.37605762749511e-91,0.544666321595859,0.174,0.097,3.6902416310358e-87,0.077
Ptprc,1.5802426506347e-118,1.15172253323315,0.132,0.062,7.90595398112541e-115,0.07
Cav1,3.26250609918847e-64,0.74523856850285,0.19,0.121,1.63223180142399e-60,0.069
Cd68,3.68960368435807e-110,1.16314100328509,0.126,0.059,1.84590872328434e-106,0.067
Anxa6,7.38418970028077e-69,0.848508598430037,0.163,0.098,3.69431010705047e-65,0.065
Dpysl2,2.79873129324133e-78,1.05386739179014,0.146,0.082,1.40020526600864e-74,0.064
Samhd1,4.16463731302987e-63,1.00053132027151,0.176,0.112,2.08356804770884e-59,0.064
Aif1,1.00828656299814e-104,1.21937451076387,0.118,0.055,5.04445767467968e-101,0.063
Csf1r,1.10340809439429e-104,1.14604791997516,0.116,0.053,5.52035069625461e-101,0.063
Itga4,3.22927267880401e-118,1.43045340199032,0.107,0.045,1.61560512120565e-114,0.062
Fstl1,3.9050019179824e-47,0.583888645784518,0.187,0.127,1.9536724595666e-43,0.06
Pltp,5.18941770567723e-64,1.00630835744821,0.145,0.086,2.59626567815032e-60,0.059
Axl,1.77036336112579e-63,0.931639801966633,0.142,0.084,8.85712789571231e-60,0.058
Sirpa,7.7504940412438e-89,1.23015103607143,0.11,0.053,3.87757216883427e-85,0.057
Cxcl16,2.9093001152386e-42,0.730524599296819,0.156,0.105,1.45552284765387e-38,0.051
Nrp1,3.48409253770165e-74,1.20628316216815,0.101,0.051,1.74309149661213e-70,0.05
Cd53,9.15423294672584e-73,1.15550107694178,0.1,0.05,4.57986274324694e-69,0.05
Ywhag,1.69394147926617e-42,0.810089593111793,0.149,0.099,8.47478922076866e-39,0.05
Lamc1,9.22543792125006e-36,0.597079678854349,0.163,0.114,4.6154865920014e-32,0.049
