,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Jchain,0,7.13952670733359,0.966,0.03,0,0.936
Igkc,0,6.4981901342298,0.971,0.08,0,0.891
Igha,0,6.3917108198443,0.98,0.106,0,0.874
Adamdec1,0,1.01657806752069,0.519,0.185,0,0.334
Mzb1,0,5.94331736201386,0.276,0.006,0,0.27
Pou2af1,0,5.22049809660207,0.246,0.008,0,0.238
Hspa5,0,1.25902424338328,0.577,0.364,0,0.213
Tent5c,0,4.13337731208671,0.222,0.015,0,0.207
Col1a2,0,0.709956772333191,0.383,0.181,0,0.202
Irf4,0,5.07249902816776,0.199,0.007,0,0.192
Serpina3n,0,1.04376482159227,0.316,0.135,0,0.181
Col1a1,0,0.585028282546606,0.356,0.18,0,0.176
Sel1l,0,1.70165910257162,0.259,0.101,0,0.158
Cyfip2,0,2.70091976721933,0.179,0.029,0,0.15
Col6a2,0,0.754686946423299,0.315,0.167,0,0.148
Sfrp1,0,1.14555010661672,0.234,0.092,0,0.142
Col18a1,0,1.36390546506233,0.215,0.081,0,0.134
Cxcl12,0,0.994947179578104,0.253,0.122,0,0.131
Gm2a,0,1.281518700541,0.222,0.091,0,0.131
Cxcl16,0,1.07330115977377,0.214,0.101,0,0.113
Ccl11,0,1.42215691582823,0.173,0.062,0,0.111
Pik3cg,0,2.99919286957537,0.122,0.017,0,0.105
C4b,0,0.722100141821281,0.211,0.107,0,0.104
Igfbp3,0,1.40587251265534,0.16,0.057,0,0.103
Itga4,0,1.75449734125914,0.145,0.042,0,0.103
Rap1a,0,1.26640453513783,0.182,0.084,0,0.098
Itgal,0,2.54543204290832,0.115,0.019,0,0.096
Cd79b,0,2.58168046719245,0.107,0.013,0,0.094
Col4a1,6.43307578900313e-239,0.529188698377789,0.251,0.157,3.21846781723827e-235,0.094
Nek7,0,0.994606546346155,0.207,0.113,0,0.094
Cd53,0,1.44295508518356,0.141,0.048,0,0.093
Ptprc,0,1.23856527398006,0.151,0.059,0,0.092
Col6a3,1.25467807957338e-264,0.614361092466248,0.216,0.126,6.27715443210564e-261,0.09
Aif1,0,1.35950560425988,0.139,0.052,0,0.087
Dock2,0,1.68401584051187,0.123,0.036,0,0.087
Ighm,0,2.13769318449814,0.127,0.042,0,0.085
Tgfbr2,8.86882529444083e-179,0.532612214434938,0.258,0.175,4.43707329480875e-175,0.083
Tsc22d3,4.28443092596075e-230,0.754442306421157,0.215,0.132,2.14350079225817e-226,0.083
Grn,2.24608933687685e-180,0.601885227222341,0.262,0.181,1.12371849523949e-176,0.081
Pltp,1.22655091859609e-313,0.823764567932067,0.165,0.084,6.13643424573623e-310,0.081
Msn,4.59070605815541e-251,0.774161494426266,0.188,0.107,2.29673024089515e-247,0.081
Il2rg,0,1.87294874530798,0.109,0.029,0,0.08
Lamb1,0,0.963229963088177,0.16,0.08,0,0.08
Fcgr3,0,1.06661377222016,0.132,0.057,0,0.075
Entpd1,0,1.39855702941157,0.12,0.045,0,0.075
Mmp2,0,1.12504835020353,0.133,0.059,0,0.074
