,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Spink1,0,3.84981538619735,0.827,0.122,0,0.705
Apob,0,3.80109682091225,0.667,0.12,0,0.547
Apoa1,0,3.88248069351044,0.633,0.088,0,0.545
Mep1b,0,2.82877816496176,0.68,0.153,0,0.527
Saa1,0,2.68840478791974,0.651,0.134,0,0.517
Tmigd1,0,2.95221821476036,0.655,0.142,0,0.513
Ace2,0,3.88186616779032,0.555,0.053,0,0.502
Vil1,0,1.97235732469158,0.816,0.323,0,0.493
Pls1,0,2.39486258180534,0.668,0.189,0,0.479
Krt20,0,1.80701118947751,0.745,0.267,0,0.478
Ceacam1,0,1.07598807155341,0.838,0.398,0,0.44
Cldn7,0,1.52651763871207,0.791,0.352,0,0.439
Gpa33,0,1.20701002269722,0.822,0.391,0,0.431
Mep1a,0,2.26240900612224,0.581,0.152,0,0.429
Epcam,0,1.46741884394314,0.954,0.526,0,0.428
Slc15a1,0,3.65264002317866,0.445,0.041,0,0.404
Slc6a8,0,2.45834346045859,0.476,0.106,0,0.37
Ezr,0,2.11418229431084,0.511,0.145,0,0.366
Dpp4,0,3.12803347229454,0.394,0.051,0,0.343
Hnf4a,0,1.26059017172087,0.604,0.266,0,0.338
Acox1,0,1.13538581378352,0.587,0.25,0,0.337
Misp,0,1.28039137957546,0.578,0.243,0,0.335
Slc9a3r1,0,2.52098162836858,0.413,0.083,0,0.33
Prap1,0,2.73074493167058,0.394,0.066,0,0.328
Cubn,0,3.35941968196716,0.358,0.036,0,0.322
Slc3a1,0,2.74539998973758,0.379,0.064,0,0.315
Mttp,0,3.51319745908196,0.347,0.032,0,0.315
Car4,0,1.23596370591029,0.453,0.143,0,0.31
Ccl25,0,2.36669596738783,0.381,0.075,0,0.306
Abcg2,0,2.32929146751183,0.386,0.084,0,0.302
Mxd1,0,1.89452448525011,0.412,0.115,0,0.297
B4galnt2,0,0.97604744796726,0.566,0.27,0,0.296
Cs,0,1.2785203776968,0.554,0.261,0,0.293
Slc6a19,0,3.7668071849336,0.308,0.021,0,0.287
Abhd17c,0,1.67117118686032,0.422,0.145,0,0.277
Anxa2,0,0.811112826908166,0.683,0.409,0,0.274
Slc52a3,0,2.84026549630836,0.323,0.05,0,0.273
Npc1l1,0,3.79914022633124,0.293,0.022,0,0.271
Pdzk1,0,3.80728200415923,0.288,0.02,0,0.268
Ipmk,0,1.56551962810423,0.409,0.143,0,0.266
Stom,0,2.03860075781771,0.37,0.104,0,0.266
Neu1,0,1.8904372496041,0.362,0.104,0,0.258
Cyp3a13,0,1.70764034157539,0.363,0.107,0,0.256
Dsg2,0,0.998430135245555,0.465,0.216,0,0.249
Cdh1,0,0.823845805637575,0.531,0.284,0,0.247
Sept5,0,1.36091504205469,0.407,0.161,0,0.246
Maf,0,2.10260367145207,0.322,0.079,0,0.243
Ly6m,0,3.39074564849606,0.276,0.036,0,0.24
Dgat1,0,2.01646618880483,0.317,0.078,0,0.239
Gdpd1,0,1.62582894355561,0.357,0.123,0,0.234
Plec,0,0.990124347767833,0.525,0.293,0,0.232
Arf6,0,1.23277043061946,0.427,0.197,0,0.23
Prkcd,0,1.27709855152725,0.398,0.17,0,0.228
Iqgap2,0,1.43297201270502,0.364,0.14,0,0.224
Hist1h2bc,0,0.898724745685246,0.469,0.249,0,0.22
Abcb1a,0,0.807612576927259,0.413,0.194,0,0.219
Ace,0,2.82464260874133,0.252,0.034,0,0.218
Fat1,0,1.15661992459941,0.412,0.197,0,0.215
Chmp4c,0,1.44118212376965,0.336,0.124,0,0.212
Elf3,0,0.848939635896364,0.449,0.237,0,0.212
Mcu,0,1.12192356615825,0.39,0.18,0,0.21
Erbb3,0,1.46422820234921,0.329,0.12,0,0.209
Gk,0,2.73099624848436,0.24,0.036,0,0.204
Max,0,1.4344849632161,0.335,0.133,0,0.202
Lasp1,0,1.08359298840597,0.384,0.185,0,0.199
Erbin,0,0.925673328266426,0.427,0.229,0,0.198
Ldha,0,0.689586842193553,0.485,0.291,0,0.194
Pklr,0,1.94257362916697,0.261,0.069,0,0.192
