,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Igkc,1.18937197611981e-168,1.42015799332113,0.899,0.114,5.95042799652741e-165,0.785
Igha,1.31603942889182e-130,1.20878642739036,0.876,0.14,6.58414526274575e-127,0.736
Jchain,4.2407734901938e-114,0.937201754480339,0.581,0.065,2.12165897714396e-110,0.516
Hspd1,5.85637512640271e-14,1.21301424577474,0.496,0.223,2.92994447573928e-10,0.273
Hsph1,3.85909553236145e-17,1.53352796306407,0.395,0.139,1.93070549484043e-13,0.256
Hnrnpa1,5.28712219203463e-11,1.05073350618493,0.597,0.352,2.64514723267492e-07,0.245
Klf5,6.12871827726282e-07,0.736978770438856,0.512,0.308,0.00306619775411459,0.204
Hist2h2bb,3.14592475576811e-13,1.54525468266134,0.318,0.115,1.57390615531078e-09,0.203
Pdia3,1.18830137562164e-05,0.544126002042851,0.636,0.436,0.0594507178223507,0.2
Sfpq,1.5304976900453e-07,0.88761582412188,0.434,0.235,0.000765707994329664,0.199
Pycard,2.54426880627956e-10,1.39653406008596,0.295,0.117,1.27289768378166e-06,0.178
Hspa5,0.000373878499812626,0.533005474419413,0.535,0.372,1,0.163
Ppp1r1b,1.40242195385916e-08,1.21198198403635,0.279,0.117,7.01631703515737e-05,0.162
Cdx1,0.000192292116149257,0.487476897753849,0.527,0.367,0.962037457094731,0.16
Gpx2,6.03948128629423e-11,1.71066108980198,0.248,0.088,3.021552487533e-07,0.16
Azi2,1.29016771740621e-06,0.976342908328276,0.318,0.16,0.00645470909018327,0.158
H2afz,8.87518879556586e-07,1.05624342345298,0.318,0.161,0.0044402569544216,0.157
Ccnd2,5.66304071916918e-07,1.18561656117516,0.318,0.163,0.00283321927180034,0.155
Canx,9.13637744819298e-05,0.66526596034817,0.442,0.289,0.457092963733095,0.153
Hspa9,8.97763317397986e-06,0.856253677714772,0.326,0.175,0.0449150987694212,0.151
Taf15,7.67102068883253e-08,1.25995363305933,0.264,0.114,0.000383781165062291,0.15
Snx5,7.0591902673711e-06,0.939681518466592,0.333,0.183,0.0353171289076576,0.15
Mlec,5.18769796232175e-05,0.707110926280252,0.364,0.214,0.259540529054957,0.15
Tcp1,6.74103099446527e-06,0.889042905741466,0.295,0.149,0.0337253780653097,0.146
Chchd3,6.41010874808719e-07,1.09366034414441,0.264,0.12,0.00320697740666802,0.144
Cct3,2.25380161079547e-07,1.25669941434818,0.256,0.113,0.00112757694588097,0.143
Ccnd1,3.00066515993017e-08,1.3555728376652,0.233,0.091,0.000150123277951306,0.142
Fbxo3,4.41086370731464e-10,1.63624417449996,0.209,0.069,2.20675511276952e-06,0.14
Myo1d,0.000929914632235261,0.497437680925125,0.388,0.25,1,0.138
Hnrnpm,0.000138366303716444,0.76111743329833,0.341,0.205,0.69224661749337,0.136
Atp5f1,0.000699930579752534,0.582540643254287,0.442,0.308,1,0.134
Mki67,5.34304259365052e-10,1.47615200855671,0.194,0.061,2.67312420960335e-06,0.133
Csde1,0.000985389440885519,0.545621486979,0.395,0.262,1,0.133
Hnrnpk,6.71625160089289e-05,0.821187629325164,0.295,0.163,0.336014067592671,0.132
Sdhb,0.0012747916951625,0.487561509199893,0.357,0.227,1,0.13
Srsf2,0.000314769241313519,0.751033542926441,0.349,0.221,1,0.128
Dsp,2.94528218585651e-05,1.0198910276732,0.271,0.144,0.147352467758401,0.127
Sdhc,0.000553965330452495,0.70990463818202,0.341,0.215,1,0.126
Odc1,8.27897689484529e-05,0.905506859339389,0.287,0.162,0.41419721404911,0.125
Cct5,0.000364556593081898,0.7998112580184,0.326,0.202,1,0.124
Ptbp1,0.000461305120597079,0.754550322330578,0.349,0.225,1,0.124
Lmnb1,6.90143021637808e-08,1.47425667525999,0.194,0.071,0.000345278553725395,0.123
Ndufs1,6.47994403571554e-06,1.13045914242843,0.225,0.103,0.0324191600106848,0.122
Ldah,1.18979337552682e-06,1.22912315439172,0.209,0.087,0.00595253625776068,0.122
Actr2,0.00174066241321662,0.549615301224427,0.403,0.282,1,0.121
Pa2g4,1.51618105440678e-06,1.28906094775421,0.209,0.089,0.00758545381519711,0.12
Epcam,0.861495270674155,-0.254611792806747,0.682,0.562,1,0.12
Cd24a,0.00117457298329673,0.532986415034086,0.302,0.185,1,0.117
Acly,0.000243041207861239,0.694780759732835,0.256,0.141,1,0.115
Limk2,5.57383922613252e-07,1.43960287657266,0.186,0.072,0.0027885917648341,0.114
