,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Xcl1,0,8.8581513988935,0.664,0.003,0,0.661
Il2rb,0,6.56435937200612,0.652,0.01,0,0.642
Ptprc,0,3.66168906062072,0.661,0.062,0,0.599
Gimap4,0,4.80128691309654,0.497,0.022,0,0.475
Dock2,0,3.72782018118313,0.47,0.039,0,0.431
Il2rg,0,3.8942943309411,0.427,0.032,0,0.395
Lck,0,4.8340080429084,0.409,0.017,0,0.392
Klrk1,0,6.79766472819431,0.394,0.004,0,0.39
Ets1,2.97804933055086e-249,3.33014017142683,0.415,0.042,1.48991808007459e-245,0.373
Mbnl1,1.32781642079784e-62,1.75931385077244,0.539,0.194,6.64306555325159e-59,0.345
Selplg,2.43461552394486e-258,3.66331719193079,0.358,0.031,1.21803814662961e-254,0.327
Id2,1.15390754128043e-147,2.98456460973976,0.367,0.052,5.77299942902599e-144,0.315
Evl,1.26007297808922e-206,3.43780426895955,0.348,0.036,6.30414510938037e-203,0.312
Ccnd2,7.87521705916976e-55,1.753400350045,0.473,0.163,3.93997109470263e-51,0.31
Klrc1,0,7.76653042126135,0.306,0.002,0,0.304
Ncr1,0,7.99353466193149,0.306,0.002,0,0.304
Cd53,2.18007674226916e-137,2.6951394144764,0.355,0.051,1.09069239415726e-133,0.304
Itgb2,1.25384327155328e-192,3.50035154935296,0.336,0.036,6.27297788758106e-189,0.3
Arhgef1,5.16651462031157e-89,2.36718096068613,0.382,0.082,2.58480726454188e-85,0.3
Bcl2,2.1316623311679e-212,3.58492777765116,0.327,0.031,1.0664706642833e-208,0.296
Itgb7,3.14551535048275e-259,3.7174527082939,0.318,0.024,1.57370132984652e-255,0.294
Myh9,7.54644707407073e-36,1.18363371803532,0.585,0.293,3.77548747115758e-32,0.292
Ighm,2.25631217144083e-129,2.11124581511886,0.324,0.045,1.12883297937185e-125,0.279
Cyfip2,6.74718180317266e-168,3.36051220477484,0.312,0.035,3.37561505612728e-164,0.277
Cd3d,0,4.31527808119703,0.291,0.015,0,0.276
Tcf7,0,4.22803987997359,0.291,0.017,0,0.274
Itgal,4.75920178683967e-244,3.88731839999766,0.294,0.022,2.38102865395589e-240,0.272
Itga4,1.27818136919915e-118,3.07751329546692,0.312,0.046,6.39474139010336e-115,0.266
