,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Dock2,0,3.70995843119975,0.493,0.039,0,0.454
Itgb7,0,4.30763602935706,0.441,0.024,0,0.417
Il2rg,0,3.87957592010953,0.439,0.032,0,0.407
Ptprc,1.24669654733199e-294,2.85975447919679,0.461,0.062,6.23722282630193e-291,0.399
Il7r,0,5.21277764379252,0.4,0.014,0,0.386
Id2,2.96439387504748e-323,3.23564517634378,0.433,0.052,1.48308625568625e-319,0.381
Ets1,0,3.44152143259255,0.414,0.042,0,0.372
Cd53,1.05656480204834e-282,2.97321919841296,0.406,0.051,5.28599370464783e-279,0.355
Il2ra,0,5.95954422481295,0.362,0.007,0,0.355
Mki67,1.91161078034679e-233,3.19798579231514,0.404,0.061,9.563788734075e-230,0.343
Hist2h2bb,1.06791337917763e-135,3.05249718723765,0.449,0.114,5.34277063602567e-132,0.335
Cyfip2,0,3.41160428874925,0.364,0.034,0,0.33
Selplg,0,3.53203469980165,0.36,0.031,0,0.329
Lat,0,4.63938709817839,0.342,0.017,0,0.325
Top2a,1.40003297797091e-275,3.38964857004188,0.368,0.044,7.00436498878848e-272,0.324
Msn,4.10668639090437e-113,1.82931428839234,0.433,0.11,2.05457520136946e-109,0.323
Sema4d,3.91124210048558e-264,3.14286761635472,0.36,0.043,1.95679442287294e-260,0.317
Ikzf1,0,3.64440677231338,0.34,0.027,0,0.313
Apobec3,4.96597025718256e-188,2.70834437677034,0.374,0.061,2.48447491966843e-184,0.313
Lcp2,0,3.51407135061866,0.34,0.031,0,0.309
Itgal,0,3.87329979810357,0.33,0.022,0,0.308
Inpp4b,0,3.95172455676675,0.332,0.026,0,0.306
Arhgef1,1.29864721544096e-135,2.36651227216949,0.384,0.082,6.4971320188511e-132,0.302
Lmnb1,2.71593744011646e-153,2.6316922584359,0.372,0.071,1.35878350129027e-149,0.301
Cbx3,6.11338620972213e-64,1.46918301640616,0.483,0.193,3.05852712072398e-60,0.29
Lmo4,1.80325048477571e-107,2.56612776058117,0.384,0.099,9.02166217533289e-104,0.285
H2afz,1.62703926092644e-73,1.84384636902642,0.445,0.16,8.14007742241496e-70,0.285
Il2rb,0,4.96446328604176,0.296,0.011,0,0.285
Myh9,9.52934765885693e-44,1.03530479371281,0.573,0.293,4.76753263372612e-40,0.28
Odc1,8.99413842992729e-76,2.47657004416672,0.437,0.161,4.49976745649262e-72,0.276
Cd3g,0,4.11819730916928,0.288,0.017,0,0.271
Itga4,1.48815658828807e-181,2.87366642948641,0.316,0.046,7.44524741120521e-178,0.27
Lck,0,4.1636498774438,0.286,0.017,0,0.269
Spn,0,4.87831418666899,0.272,0.009,0,0.263
Arrb2,1.6769677937331e-166,2.6264878506497,0.308,0.046,8.38986987204669e-163,0.262
Cd3d,0,4.20567419071948,0.27,0.015,0,0.255
Sfpq,3.18961430769059e-39,1.02920508318412,0.487,0.235,1.5957640381376e-35,0.252
Actr2,4.42698466508778e-35,0.952888304075647,0.529,0.282,2.21482042794342e-31,0.247
Mbnl1,3.02300980976982e-44,1.28796422157437,0.437,0.194,1.51241180782784e-40,0.243
Pdcd4,2.2581293008797e-54,1.55840894863825,0.388,0.146,1.12974208923012e-50,0.242
Itgb2,3.07468126056708e-178,2.79425240427732,0.274,0.035,1.53826303466171e-174,0.239
Hnrnpa1,2.73873088584729e-26,0.728609586763993,0.588,0.352,1.3701870621894e-22,0.236
Cd3e,0,4.3916358430983,0.247,0.012,0,0.235
Anxa6,9.24623446604134e-69,1.80405769465818,0.332,0.098,4.62589110336048e-65,0.234
Ddit4,8.10435236256967e-42,1.31560524678989,0.425,0.192,4.05460748699361e-38,0.233
Fam49b,5.96101712861534e-65,1.64461417210021,0.328,0.098,2.98229686944625e-61,0.23
Tcf7,0,4.06097473133295,0.247,0.017,0,0.23
Dek,1.40541539120727e-65,1.76712130801833,0.328,0.099,7.03129320220997e-62,0.229
Gm2a,4.57577111375807e-65,1.59317875606924,0.324,0.096,2.28925828821316e-61,0.228
Nfkb1,4.79610508066595e-61,1.81061434739802,0.33,0.105,2.39949137185717e-57,0.225
Gimap4,1.48579790930632e-257,3.55126796046439,0.247,0.022,7.43344694025954e-254,0.225
Ccnd2,4.95823124586738e-41,1.26481020846897,0.386,0.163,2.48060309230745e-37,0.223
Furin,7.89779695016852e-59,1.88510443942212,0.328,0.107,3.95126781416931e-55,0.221
Tap1,3.30907403431598e-88,2.11584720038566,0.282,0.063,1.65552973936829e-84,0.219
Aebp2,5.2678527695962e-84,2.19344677550519,0.284,0.067,2.63550674062898e-80,0.217
Hist1h4h,2.86864316078766e-72,2.28295792255411,0.3,0.083,1.43518217334206e-68,0.217
Fli1,8.74260373195318e-166,2.90529927741521,0.247,0.031,4.37392464709618e-162,0.216
