,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Ptprn2,0,4.91146992127623,0.612,0.036,0,0.576
Gnao1,0,3.99648201162318,0.476,0.041,0,0.435
Map1b,0,4.25292215025118,0.324,0.026,0,0.298
Snap25,0,6.81185301483864,0.287,0.003,0,0.284
Atp6v1b2,0,2.12946580448537,0.386,0.11,0,0.276
Uchl1,0,6.33199713913362,0.279,0.006,0,0.273
Tac1,0,6.53046922851099,0.277,0.009,0,0.268
Stmn2,0,5.73734474061623,0.273,0.011,0,0.262
Gabbr1,0,2.16879728535161,0.328,0.082,0,0.246
Stxbp1,0,3.4317803095336,0.272,0.028,0,0.244
Ret,0,4.80928908262489,0.253,0.012,0,0.241
Tph1,0,6.26823305889047,0.245,0.008,0,0.237
Peg3,0,4.52471408809411,0.247,0.012,0,0.235
Dpysl2,0,2.32374599419244,0.311,0.08,0,0.231
Slc8a1,0,1.52505575278476,0.384,0.154,0,0.23
Sncg,0,5.59882383305019,0.233,0.008,0,0.225
Sct,0,5.07401048134663,0.243,0.019,0,0.224
Map2,0,5.56879123411626,0.21,0.005,0,0.205
Tubb3,0,5.95921965225953,0.209,0.005,0,0.204
Gap43,0,5.84653287941837,0.208,0.006,0,0.202
Vamp2,0,2.1613323089355,0.274,0.077,0,0.197
Mapt,0,5.08430693273214,0.204,0.007,0,0.197
Ndrg4,0,4.47572789092548,0.211,0.015,0,0.196
Ywhag,0,1.94919301660446,0.292,0.097,0,0.195
Pcsk1,0,4.82661181644537,0.201,0.008,0,0.193
Mapk8ip2,0,6.42208807774689,0.194,0.002,0,0.192
Camk2b,0,4.09222839464295,0.205,0.013,0,0.192
Neurod1,0,6.5467977614867,0.193,0.002,0,0.191
Vat1,0,1.91874336710427,0.281,0.096,0,0.185
Hoxb5,0,1.63847250957246,0.292,0.108,0,0.184
Syp,0,5.35538196458574,0.188,0.005,0,0.183
Klc1,0,1.91803716178108,0.263,0.084,0,0.179
Rab3a,0,3.27394172887862,0.202,0.024,0,0.178
Bex3,0,2.46322638521668,0.216,0.041,0,0.175
Prkar1a,1.04516494526773e-316,1.34698691350731,0.307,0.132,5.22896022117444e-313,0.175
Grk3,0,3.3434305515731,0.194,0.02,0,0.174
Sez6l2,0,5.64660955901079,0.175,0.004,0,0.171
Map4,0,1.71298428248046,0.275,0.107,0,0.168
Hoxb9,0,1.72727286556335,0.282,0.117,0,0.165
Calb2,0,6.57560026008357,0.165,0.003,0,0.162
Ndn,0,3.9634863920299,0.176,0.014,0,0.162
Mtch1,7.34843043407912e-204,0.987710390076416,0.353,0.191,3.67641974616978e-200,0.162
Snrpn,0,3.20062524128959,0.183,0.023,0,0.16
Map3k15,0,4.89107130704017,0.166,0.007,0,0.159
Elavl4,0,6.73805437911597,0.16,0.002,0,0.158
Gcg,0,6.85081648344383,0.164,0.007,0,0.157
Mapk8ip1,0,3.43416807274173,0.169,0.016,0,0.153
