"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Igf2",1.81511431645958e-05,0.781460954097856,0.321,0.226,0.0908101692524727,1.04186551488266,0.095
"Plec",0.000514636230301525,0.341736575967543,0.568,0.482,1,0,0.086
"Lasp1",0.000667886427180029,0.685807553892243,0.167,0.103,1,0,0.064
"Msn",0.0226933300798042,0.201290513944892,0.498,0.435,1,0,0.063
"Sox18",0.00195895235563031,0.722127932439495,0.137,0.083,1,0,0.054
"Ctdsp1",0.0301313285054691,0.286695212409581,0.295,0.241,1,0,0.054
"Slk",0.00984280195472042,0.489293764381401,0.197,0.144,1,0,0.053
"Chmp3",0.00112708585989847,0.891075166957978,0.109,0.059,1,0,0.05
"Canx",0.0442177372136169,0.255436729573322,0.287,0.238,1,0,0.049
"Pdia3",0.0842057167474663,0.165508145422144,0.456,0.408,1,0,0.048
"Inhba",1.0674462829777e-05,1.95840793641604,0.065,0.017,0.0534043375373741,1.27242346783953,0.048
"Ntn4",0.0376353428751378,0.322604715789346,0.293,0.245,1,0,0.048
"Cetn3",0.0066640949299245,0.619721323267308,0.138,0.091,1,0,0.047
"Kdm6b",0.000709331366044217,1.06711419585854,0.091,0.044,1,0,0.047
"Ednrb",0.00282490187123326,0.915111102413487,0.115,0.068,1,0,0.047
"Dysf",0.000318023599004323,1.15731200483012,0.081,0.035,1,0,0.046
"Aldoa",0.0613551227245741,0.289326920484173,0.281,0.236,1,0,0.045
"Sfxn3",0.0170148478571372,0.510443599253183,0.157,0.112,1,0,0.045
"Vat1",0.0210401105226021,0.509613748760997,0.177,0.132,1,0,0.045
"Vasp",0.00398957995927979,0.808304375886469,0.106,0.062,1,0,0.044
"Eps15",0.021379021532582,0.502201248160789,0.14,0.098,1,0,0.042
"Ptbp1",0.0441645243862493,0.377360485698264,0.224,0.182,1,0,0.042
"Dctn1",0.0446097306875873,0.344430685136806,0.192,0.15,1,0,0.042
"Kif1c",0.103347252961253,0.209286279943893,0.333,0.292,1,0,0.041
"Mbd3",0.0409673139381803,0.421171043461948,0.189,0.148,1,0,0.041
"Rbms1",0.0504819840280187,0.362953061877239,0.194,0.153,1,0,0.041
"Wnt2b",0.0143914671196222,0.596597050355636,0.114,0.074,1,0,0.04
"Map1lc3a",0.0824368393459566,0.276148234339966,0.232,0.192,1,0,0.04
"Atp6v1a",0.0146461852948404,0.623149511116191,0.115,0.076,1,0,0.039
"Hspa9",0.0649331219123155,0.353418381015178,0.209,0.17,1,0,0.039
"Jag2",0.000289078651111589,1.57000556364066,0.058,0.02,1,0,0.038
"Akt1",0.0632240248460981,0.385457953396861,0.184,0.147,1,0,0.037
"Utrn",0.149869711061139,0.182428681899259,0.45,0.414,1,0,0.036
"Rab6a",0.0668952160965735,0.410123550947793,0.183,0.147,1,0,0.036
"Gjc1",0.0780875557718062,0.314713402200996,0.177,0.141,1,0,0.036
"Hdac2",0.00995795826126046,0.797416059743733,0.088,0.052,1,0,0.036
"Ccnd1",0.0244504927061769,0.681392263404249,0.108,0.073,1,0,0.035
"Il11",1.93112675675185e-06,6.06420260043863,0.034,0,0.00966142716402951,2.01495871585344,0.034
"Cav2",0.246279759033278,0.118163553058755,0.422,0.388,1,0,0.034
"Erbin",0.0432667541807811,0.487957316818587,0.115,0.082,1,0,0.033
"Flnb",0.0503231431524887,0.455023862296654,0.127,0.094,1,0,0.033
"Itga5",0.0798892557743106,0.522976890637689,0.197,0.164,1,0,0.033
"Snrpa",0.0319102485991511,0.564128997303991,0.103,0.07,1,0,0.033
"Ccnd2",0.181445642516194,0.167562101523872,0.407,0.374,1,0,0.033
"Bcl2l1",0.0523547756425855,0.572349504108959,0.12,0.088,1,0,0.032
"Cux1",0.0530380435543546,0.490699215092542,0.115,0.083,1,0,0.032
"Ap2a2",0.0553047702701769,0.360845398915247,0.112,0.08,1,0,0.032
"Golga5",0.00676079726794959,1.15105301435843,0.061,0.03,1,0,0.031
"G3bp1",0.0321924569582995,0.582744675471338,0.092,0.061,1,0,0.031
"Mfn2",0.0558621353285469,0.523850986417769,0.108,0.077,1,0,0.031
"Acaa2",0.0484728302520952,0.584593099863706,0.101,0.071,1,0,0.03
"Nf2",0.0252591967978337,0.671885177659874,0.077,0.047,1,0,0.03
"Ube2g1",0.0411973848462554,0.615911539406537,0.094,0.064,1,0,0.03
"Ctbp2",0.0563084460549983,0.489293764381401,0.106,0.076,1,0,0.03
"Igfbp3",0.0636846116143837,0.65870978891214,0.121,0.091,1,0,0.03
"Podxl",0.14617784622444,0.293184831135433,0.194,0.164,1,0,0.03
"Cdh5",0.168322255935821,0.236300300976944,0.171,0.142,1,0,0.029
"Ctnnb1",0.258524815926679,0.156789383907577,0.335,0.306,1,0,0.029
"Gatad2b",0.0842566105552187,0.392851891694397,0.115,0.086,1,0,0.029
"Qsox1",0.0793353667931462,0.487957316818587,0.118,0.089,1,0,0.029
"Nup98",0.0891819790746896,0.429199417217882,0.123,0.094,1,0,0.029
"Rab5a",0.118491255704399,0.335010712779229,0.149,0.12,1,0,0.029
"Rtn3",0.172015679652,0.284185553405384,0.275,0.247,1,0,0.028
"Neat1",0.198877980168872,0.238154069353926,0.372,0.344,1,0,0.028
"Rab11a",0.0414918683811448,0.617710037508834,0.083,0.055,1,0,0.028
"Isg15",0.027908816029596,0.765235653994582,0.072,0.044,1,0,0.028
"Med21",0.0333945327537739,0.604770981801336,0.075,0.047,1,0,0.028
"Tnfsf12",0.0531353358467515,0.547740036764957,0.092,0.064,1,0,0.028
"Ptpra",0.0978948212156255,0.371280851581558,0.111,0.083,1,0,0.028
"Foxp1",0.13039080835423,0.405098636964972,0.163,0.135,1,0,0.028
"S1pr1",0.206696977820807,0.170874455271177,0.21,0.182,1,0,0.028
"Pecam1",0.293479322197691,0.131599306537737,0.261,0.233,1,0,0.028
"Slc12a2",0.0830855234785096,0.37935086776732,0.1,0.073,1,0,0.027
"Trib2",0.00868999393094412,1.11291788547166,0.048,0.021,1,0,0.027
"Col4a5",0.120880477296091,0.268836028920095,0.124,0.097,1,0,0.027
"Psmb6",0.128894578494947,0.256248676902261,0.127,0.1,1,0,0.027
"Pdgfa",0.171287881005255,0.31353968413689,0.244,0.217,1,0,0.027
"Sdcbp",0.228345882665144,0.227188331561603,0.295,0.268,1,0,0.027
"Kras",0.147730808709119,0.320467959213892,0.137,0.111,1,0,0.026
"Smim7",0.0559119648686146,0.443616189986757,0.081,0.055,1,0,0.026
"Cemip",2.95823119897941e-05,4.82716340313779,0.026,0,0.14800030688494,0.829737384076004,0.026
"Ccl2",0.0137695369417069,1.89427759899632,0.055,0.029,1,0,0.026
"Rnf144a",0.0240965839195518,0.835383909942752,0.061,0.035,1,0,0.026
"Irak1",0.0556001222811899,0.619270551496452,0.074,0.048,1,0,0.026
"Fgf2",0.0900365160667616,0.427466449993427,0.094,0.068,1,0,0.026
"Rapgef1",0.124822022780081,0.396662786471136,0.121,0.095,1,0,0.026
"Azi2",0.153875867979086,0.358224698756112,0.155,0.129,1,0,0.026
"Agpat3",0.153957685051573,0.304785439794651,0.146,0.12,1,0,0.026
"Tead1",0.175009633433178,0.317713346761026,0.178,0.152,1,0,0.026
"Micu1",0.00601198252478407,1.36773178450049,0.04,0.015,1,0,0.025
"Dgat1",0.00606540861056656,1.31526436460635,0.04,0.015,1,0,0.025
"Smc5",0.0431073886978341,0.671885177659873,0.066,0.041,1,0,0.025
"Tbx3",0.062645640196678,0.604770981801337,0.078,0.053,1,0,0.025
"Lrp5",0.0632806893940609,0.510794833592322,0.077,0.052,1,0,0.025
"Rora",0.0687009029721526,0.553240681161254,0.081,0.056,1,0,0.025
"Bbs9",0.00900616297846844,1.17734975806666,0.043,0.018,1,0,0.025
"Abcb1a",0.0102037497598327,1.38237856046489,0.045,0.02,1,0,0.025
"Serpine1",0.0226321281495032,0.952694285221643,0.054,0.029,1,0,0.025
"Skp1a",0.185083379754923,0.316425487438355,0.157,0.132,1,0,0.025
"Ctbp1",0.197606984174657,0.277876634020625,0.161,0.136,1,0,0.025
"Parva",0.208277536543888,0.25562141817895,0.181,0.156,1,0,0.025
"Ncor1",0.219524330107576,0.233515174550406,0.183,0.158,1,0,0.025
"Ereg",0.0595328430636768,1.15731200483012,0.068,0.044,1,0,0.024
"Cd82",0.0598357560044589,0.697880386192818,0.068,0.044,1,0,0.024
"Apba3",0.0931366236332974,0.469611398519701,0.083,0.059,1,0,0.024
"Cyld",0.121779203632074,0.406831604189428,0.098,0.074,1,0,0.024
"Dnm1l",0.170709035787158,0.298784430782996,0.132,0.108,1,0,0.024
"Stmn2",0.172018307351806,0.313991585484639,0.138,0.114,1,0,0.024
"Cr1l",0.136806314484616,0.336665586420121,0.106,0.082,1,0,0.024
"Vdac1",0.2176790951083,0.28019816565841,0.154,0.13,1,0,0.024
"Cavin1",0.0138811170009553,0.291639835151133,0.594,0.571,1,0,0.023
"Glud1",0.228852311549226,0.337149306471891,0.2,0.177,1,0,0.023
"Pygb",0.163881156369117,0.382378560464888,0.111,0.088,1,0,0.023
"Ago2",0.180179804996759,0.27919510989883,0.117,0.094,1,0,0.023
"Dio2",0.000225131867542416,3.18973348252249,0.025,0.002,1,0,0.023
"Osr1",0.000474306543956771,2.60477098180134,0.026,0.003,1,0,0.023
"Gdnf",0.00143703852033018,2.01980848108018,0.029,0.006,1,0,0.023
"Cxcl9",0.00829040152214529,2.44865177988405,0.038,0.015,1,0,0.023
"Borcs8",0.0374956884827524,0.744174038466753,0.055,0.032,1,0,0.023
"Acsl4",0.13213666551473,0.434845980359024,0.091,0.068,1,0,0.023
"Polr2a",0.171030830284734,0.262665004976344,0.106,0.083,1,0,0.023
"Rpn1",0.192610661124318,0.248077468753297,0.12,0.097,1,0,0.023
"Cttn",0.223708910216122,0.255024942774212,0.158,0.135,1,0,0.023
"Vamp3",0.228295297164693,0.189733482522493,0.141,0.118,1,0,0.023
"Ppp2ca",0.287155942372071,0.162933423178778,0.237,0.214,1,0,0.023
"Cltb",0.122477285093515,0.400898648435686,0.084,0.062,1,0,0.022
"Pkn1",0.145468298002173,0.363762882297542,0.095,0.073,1,0,0.022
"Smurf1",0.23700196517977,0.270616584580715,0.137,0.115,1,0,0.022
"Otud7b",0.0499108165755434,0.705699890652117,0.054,0.032,1,0,0.022
"Chuk",0.0644537800559877,0.64129685782645,0.06,0.038,1,0,0.022
"Ruvbl2",0.0701322253152068,0.671885177659873,0.063,0.041,1,0,0.022
"Ptch1",0.101722579649798,0.526768469800063,0.077,0.055,1,0,0.022
"Plin2",0.128608004681231,0.487587442430998,0.092,0.07,1,0,0.022
"Acvrl1",0.293895093353027,0.230026188470526,0.163,0.142,1,0,0.021
"Mprip",0.299458474856538,0.113163890253721,0.685,0.664,1,0,0.021
"Cs",0.328135596829186,0.187265226931743,0.201,0.18,1,0,0.021
"Pkm",0.345991400646696,0.14329153451518,0.312,0.291,1,0,0.021
"Glo1",0.0787433856309171,0.62387980474904,0.057,0.036,1,0,0.021
"Dbn1",0.175148854259825,0.32591160880586,0.094,0.073,1,0,0.021
"Cdipt",0.116421449258276,0.486934491507478,0.071,0.05,1,0,0.021
"Becn1",0.192004116739722,0.322371251100611,0.106,0.085,1,0,0.021
"Fbxo11",0.219404406389984,0.268836028920095,0.121,0.1,1,0,0.021
"Ddit4",0.240389661629113,0.352852608161717,0.241,0.22,1,0,0.021
"Atf5",0.300538699690665,0.227749746119088,0.189,0.168,1,0,0.021
"Dlg1",0.3071238476387,0.199629518664993,0.18,0.159,1,0,0.021
"Ctnnd1",0.387072434949252,0.0533610407912068,0.244,0.223,1,0,0.021
"Ccl11",0.165489359174025,0.507602322794338,0.283,0.262,1,0,0.021
"Map4",0.238017344731491,0.295086482668721,0.264,0.244,1,0,0.02
"Tgfb1",0.143057866839689,0.434845980359024,0.081,0.061,1,0,0.02
"Hey1",0.148235467463406,0.418357857570455,0.084,0.064,1,0,0.02
"Acvr1b",0.150128886734936,0.393266876607625,0.084,0.064,1,0,0.02
"Prkd3",0.20202400286901,0.30157944949556,0.091,0.071,1,0,0.02
"Dyrk1a",0.227333024917975,0.332398711388207,0.111,0.091,1,0,0.02
"Supt5",0.235277323014371,0.282842886913974,0.111,0.091,1,0,0.02
"Defa5",0.241266302134255,0.242200902416628,0.109,0.089,1,0,0.02
"Zfp106",0.259994831967011,0.270616584580715,0.132,0.112,1,0,0.02
"Cxcl1",0.026193804717611,1.9547134528583,0.038,0.018,1,0,0.02
"Irak3",0.0567219302716429,0.742274505551271,0.049,0.029,1,0,0.02
"Lamtor3",0.0567219302716429,0.742274505551271,0.049,0.029,1,0,0.02
"Fgfr3",0.0744844745098243,0.586849073804074,0.055,0.035,1,0,0.02
"Actr1a",0.11926570512422,0.493739669412593,0.072,0.052,1,0,0.02
"Nfe2l2",0.206734686937526,0.385092945161924,0.103,0.083,1,0,0.02
"Itgav",0.265098520432226,0.277304703372544,0.144,0.124,1,0,0.02
"Smarca2",0.317233952733812,0.133019091528171,0.155,0.135,1,0,0.02
"Spop",0.435895734091113,0.100728476463748,0.346,0.326,1,0,0.02
"Dpysl2",0.296195482770353,0.274125669812865,0.14,0.121,1,0,0.019
"Mtus1",0.378837049530809,0.108813487138925,0.167,0.148,1,0,0.019
"Mlkl",0.0286212598498381,1.14533936316404,0.034,0.015,1,0,0.019
"Gabpb1",0.103985003129354,0.676920767557172,0.057,0.038,1,0,0.019
"Aatf",0.12408066662515,0.53918264017376,0.063,0.044,1,0,0.019
"Memo1",0.173932916514429,0.443019911804725,0.083,0.064,1,0,0.019
"Usp47",0.181907135769856,0.323200624530115,0.083,0.064,1,0,0.019
"Muc2",0.182121662478494,0.517308140550997,0.092,0.073,1,0,0.019
"She",0.264179784069366,0.205023353547088,0.121,0.102,1,0,0.019
"Odc1",0.26616091969487,0.373445435694881,0.117,0.098,1,0,0.019
"Trpc1",0.00233024845238271,2.34173657596754,0.022,0.003,1,0,0.019
"Adcyap1r1",0.0197899556305527,1.30931509827517,0.031,0.012,1,0,0.019
"Kdr",0.0588460475372372,0.839236235438359,0.043,0.024,1,0,0.019
"Pom121",0.0910069056288812,0.625529541968134,0.052,0.033,1,0,0.019
"Cd38",0.112347376334523,0.671885177659873,0.06,0.041,1,0,0.019
"Pitrm1",0.119430898748527,0.554144908731369,0.061,0.042,1,0,0.019
"Ric8b",0.150365001238069,0.464593323753077,0.072,0.053,1,0,0.019
