"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Txnip",1.20310545448287e-71,0.701634086105512,0.401,0.292,6.01913658877782e-68,67.2204658013704,0.109
"Slc4a7",2.23138175634174e-58,0.799947954253704,0.267,0.175,1.11636029269777e-54,53.952195619128,0.092
"Col23a1",9.78292499671056e-57,1.15591237314048,0.138,0.068,4.89439737585429e-53,52.3103007732076,0.07
"Zbtb16",1.68130461485901e-27,0.413459974620705,0.394,0.329,8.41156698813964e-24,23.0751230920844,0.065
"Cd24a",1.03242679313901e-36,0.771971313476797,0.163,0.102,5.16523124607449e-33,32.2869102304568,0.061
"Dpp10",2.5381500174264e-103,3.08209127350545,0.067,0.008,1.26983645371843e-99,98.896252209612,0.059
"Agtr1a",1.5232165956299e-86,2.25982360456541,0.075,0.016,7.62065262793641e-83,82.1180078343593,0.059
"Ntn1",1.14562203242164e-29,0.742245680183499,0.145,0.092,5.73154702820545e-26,25.2417281397897,0.053
"Nt5e",1.93507152942992e-44,1.16473932794886,0.096,0.045,9.68116286173791e-41,40.0140724738792,0.051
"Hmcn2",9.2703306515451e-21,0.318653177446859,0.469,0.418,4.63794642496802e-17,16.3336742724025,0.051
"Hoxd11",2.07665730619884e-55,1.65295413396598,0.072,0.023,1.03895165029128e-51,50.9834046627415,0.049
"Hoxd9",1.82332418845628e-36,1.11986809952365,0.088,0.043,9.12209091484678e-33,32.0399056037,0.045
"Ets2",1.06406405084233e-26,0.838251767328079,0.119,0.074,5.32351244636417e-23,22.2738017262157,0.045
"Sgcd",3.58551825596465e-17,0.460320627995057,0.186,0.142,1.79383478345912e-13,12.7462175590267,0.044
"Ogn",9.69440508401629e-17,0.324355376213388,0.45,0.408,4.85011086353335e-13,12.3142483342079,0.042
"Defa5",1.34417046284098e-20,0.611061943162581,0.131,0.089,6.72488482559345e-17,16.1723151492494,0.042
"Hoxd10",1.59630606630841e-51,1.88282343679603,0.056,0.015,7.98631924974097e-48,47.0976533330561,0.041
"Cav2",2.24695135783184e-15,0.486362042847692,0.168,0.128,1.12414976432327e-11,10.9491758262346,0.04
"Gpc3",1.08993269262073e-25,0.944731343760659,0.094,0.054,5.4529332611815e-22,21.2633698176402,0.04
"Fst",5.47002212253227e-43,1.51190097976807,0.059,0.02,2.73665206790289e-39,38.5627804143528,0.039
"Hnrnpa1",1.30242428871483e-09,0.259222410830271,0.271,0.234,6.5160287164403e-06,5.18601701040342,0.037
"Sept6",1.14321595034718e-12,0.423206565900507,0.161,0.126,5.71950939958693e-09,8.24264122193949,0.035
"Ccnd2",8.05101857440943e-09,0.271122152420643,0.277,0.243,4.02792459277704e-05,4.39491866851747,0.034
"Acaa2",1.97336619528797e-14,0.55151427134138,0.123,0.089,9.87275107502569e-11,10.0055618128599,0.034
"Neat1",4.12388897175563e-11,0.440026300656729,0.245,0.211,2.06318165256934e-07,6.68546253294036,0.034
"Bmpr1a",8.12805399852046e-11,0.372264899330561,0.167,0.134,4.06646541545979e-07,6.39078291694279,0.033
"Mprip",6.73382534094354e-09,0.223120827676598,0.371,0.338,3.36893281807405e-05,4.47250764946134,0.033
