"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Panx2",1,0.891950490341801,0,0,1,0,0
"Panx3",1,0.891950490341801,0,0,1,0,0
"Pard6a",1,0.891950490341801,0,0,1,0,0
"Pax1",1,0.891950490341801,0,0,1,0,0
"Pax2",1,0.891950490341801,0,0,1,0,0
"Pax3",1,0.891950490341801,0,0,1,0,0
"Pax4",1,0.891950490341801,0,0,1,0,0
"Pax7",1,0.891950490341801,0,0,1,0,0
"Pax8",1,0.891950490341801,0,0,1,0,0
"Pax9",1,0.891950490341801,0,0,1,0,0
"Pcdh10",1,0.891950490341801,0,0,1,0,0
"Pcdh11x",1,0.891950490341801,0,0,1,0,0
"Pcdh8",1,0.891950490341801,0,0,1,0,0
"Pcdha2",1,0.891950490341801,0,0,1,0,0
"Pcdha7",1,0.891950490341801,0,0,1,0,0
"Pcgf1",1,0.891950490341801,0,0,1,0,0
"Pcp2",1,0.891950490341801,0,0,1,0,0
"Pcsk4",1,0.891950490341801,0,0,1,0,0
"Pdc",1,0.891950490341801,0,0,1,0,0
"Pde4c",1,0.891950490341801,0,0,1,0,0
"Pde6b",1,0.891950490341801,0,0,1,0,0
"Pde6c",1,0.891950490341801,0,0,1,0,0
"Pde6g",1,0.891950490341801,0,0,1,0,0
"Pdx1",1,0.891950490341801,0,0,1,0,0
"Pdyn",1,0.891950490341801,0,0,1,0,0
"Pdzd7",1,0.891950490341801,0,0,1,0,0
"Pfn4",1,0.891950490341801,0,0,1,0,0
"Pgk2",1,0.891950490341801,0,0,1,0,0
"Pgr",1,0.891950490341801,0,0,1,0,0
"Phex",1,0.891950490341801,0,0,1,0,0
