"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Cd36",1.42510430526201e-36,2.33401980536772,0.246,0.067,7.12979683922581e-33,32.1469228450233,0.179
"Cd163",5.78075214044202e-26,1.64177399891328,0.287,0.122,2.89211029586314e-22,21.5387851484552,0.165
"Fcrls",2.70448821490409e-24,1.30021709727699,0.292,0.128,1.35305545391651e-20,19.8686844038189,0.164
"F13a1",3.66876077169312e-18,0.990210027982962,0.392,0.237,1.83548101407807e-14,13.7362501034094,0.155
"Lrp1",3.07835779161093e-09,0.396186155807708,0.508,0.385,1.54010240314295e-05,4.81245040147435,0.123
"Mrc1",3.74036293210764e-09,0.45855850288788,0.6,0.507,1.87130357493345e-05,4.72785575273312,0.093
"Ednrb",2.05203063147314e-15,1.9295737173566,0.126,0.04,1.02663092492601e-11,10.9885856577429,0.086
"Cd68",4.01215917455832e-12,0.403791031702088,0.768,0.684,2.00728323503153e-08,7.69739134264332,0.084
"Slc40a1",8.1444429808144e-08,0.6922629539296,0.222,0.139,0.000407466482330145,3.38990810996143,0.083
"Lyve1",5.66486828605317e-12,1.43389553250895,0.136,0.055,2.8341336035124e-08,7.54757968058801,0.081
"Abca1",1.42682938757232e-05,0.448739621987074,0.375,0.3,0.071384274260243,1.14639745144813,0.075
"Cd14",7.48863703581542e-06,0.665734460712031,0.276,0.203,0.0374656510901845,1.42636671569053,0.073
"Clec4n",0.000456896998535469,0.32258491030544,0.385,0.32,1,0,0.065
"App",7.32395207564591e-05,0.347940137786019,0.526,0.462,0.366417322344565,0.436024003287946,0.064
"Nrp1",0.000501850109217504,0.322784854182261,0.338,0.274,1,0,0.064
"Vat1",3.80069408458358e-05,0.582947304451699,0.188,0.127,0.190148725051716,0.720906582189609,0.061
"Lmna",0.000116884999007606,0.479385942962918,0.214,0.154,0.584775650035052,0.233010719626769,0.06
"Ap1b1",0.000926790998073867,0.33801912998937,0.33,0.271,1,0,0.059
"Fcgr3",0.000110484657279888,0.234182421170176,0.719,0.66,0.552754740371278,0.257467524265737,0.0589999999999999
"Csf1r",1.13924747844784e-05,0.238948601035514,0.801,0.743,0.0569965513467452,1.24415142110626,0.0580000000000001
"Folr2",5.7923115798713e-10,1.56580720801454,0.088,0.03,2.89789348340961e-06,5.53791758174186,0.058
"Gdpd1",1.70380236989584e-05,0.791829121663433,0.148,0.093,0.0852412325658891,1.06935027912801,0.055
"Gas6",0.00104558372825154,0.366986109489687,0.274,0.22,1,0,0.054
"Sulf2",0.000281775496943472,0.555146453473724,0.209,0.155,1,0,0.054
"Fcgrt",0.00103489658209653,0.424705795510792,0.352,0.298,1,0,0.054
"Tnfrsf11a",0.0010663680000297,0.3671237559071,0.253,0.2,1,0,0.053
"Ccl8",0.00238844025063064,0.322706191045362,0.598,0.548,1,0,0.0499999999999999
"Hexa",0.000439021336163866,0.229540351306962,0.64,0.592,1,0,0.048
"Cltc",0.025504563901792,0.132094338468659,0.478,0.43,1,0,0.048
"Msr1",0.00248491144679733,0.393703726155095,0.221,0.174,1,0,0.047
"Tsc22d3",0.00394802253433032,0.288423884134353,0.446,0.399,1,0,0.047
"P2rx7",0.0119870081391481,0.185123932845046,0.235,0.189,1,0,0.046
"Cavin1",0.000259123251282276,0.702976266777393,0.128,0.083,1,0,0.045
"Plin2",0.0135282614069257,0.203009124671884,0.447,0.404,1,0,0.043
"Mafb",0.015930713215701,0.238562579363196,0.447,0.404,1,0,0.043
"Cd4",0.00924463949214227,0.30743058750956,0.26,0.218,1,0,0.042
"Ereg",1.44817336625372e-05,1.24083855019805,0.083,0.041,0.0724521135136735,1.13994894112534,0.042
"Eps15",0.0140508837500366,0.288989841853732,0.287,0.245,1,0,0.042
"Siglec1",0.0124918310714568,0.322327798882734,0.212,0.172,1,0,0.04
"Defa5",0.00287221398369575,0.462691794234091,0.145,0.105,1,0,0.04
"Rnaset2a",0.0429918929174146,0.132888272603099,0.568,0.528,1,0,0.0399999999999999
"Selenof",0.0184185320771889,0.273165772722468,0.251,0.212,1,0,0.039
"Trem2",0.00035396608361237,0.793257108557102,0.097,0.058,1,0,0.039
"Maf",0.0347917139078462,0.171806414354902,0.444,0.405,1,0,0.039
