"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Igfbp3",5.85867317025418e-15,0.403909451801402,0.378,0.299,2.93109418707817e-11,10.5329702258225,0.079
"Jag2",3.63268538809818e-28,1.36296897987191,0.091,0.035,1.81743249966552e-24,23.7405417100795,0.056
"Defa5",9.15309862852815e-16,0.797068197534226,0.133,0.081,4.57929524385263e-12,11.3392013550217,0.052
"Cd36",2.24674750062917e-06,0.249089657362086,0.347,0.303,0.0112404777456478,1.94921522988001,0.044
"Txnip",2.13305436481187e-09,0.376051558705106,0.426,0.383,1.06716709871538e-05,4.97176757273283,0.043
"Nrp1",8.2715674574336e-07,0.367884558202928,0.248,0.206,0.00413826519895403,2.38318168120247,0.042
"Cavin1",7.9235722802669e-07,0.292617223640658,0.379,0.337,0.00396416321181753,2.40184847312406,0.042
"Ecscr",1.57650679931334e-32,2.67806892541821,0.049,0.008,7.88726351696462e-29,28.1030736489607,0.041
"Plpp3",2.42685486632715e-05,0.219768599368184,0.357,0.316,0.121415548962347,0.915725692205315,0.041
"Zbtb16",2.54128603212922e-05,0.257109359204795,0.258,0.22,0.127140540187425,0.895715947696191,0.038
"Cd24a",1.51011184632519e-06,0.341099485587977,0.161,0.125,0.00755508956716492,2.12176038264264,0.036
"Car4",4.91922104855799e-08,0.590762239605263,0.118,0.083,0.000246108629059356,3.60887315879958,0.035
"Igf2",2.61614552276385e-07,0.622524547204426,0.129,0.095,0.00130885760503876,2.88310759921682,0.034
"Notch4",1.36801091137708e-06,0.432738921730905,0.117,0.086,0.00684415858961951,2.16467993574715,0.031
"Epcam",8.53609281520728e-09,0.577046156273066,0.086,0.055,4.2706072354482e-05,4.36951036847511,0.031
"Adamdec1",9.343034313607e-06,0.504862860445345,0.314,0.285,0.0467432006709758,1.33028155325847,0.029
"Stmn2",0.000139026468897553,0.3727587051271,0.132,0.106,0.69554942389446,0.157672004763216,0.026
"Bcam",0.00274443813759471,0.197280264705838,0.252,0.226,1,0,0.026
"Pdgfra",8.22326598152545e-05,0.427762430897096,0.113,0.088,0.411409997055718,0.385725159375901,0.025
"F13a1",2.28383823246917e-11,1.36982730537603,0.046,0.021,1.14260426770433e-07,6.94210415815314,0.025
"Ackr3",0.00181006722571819,0.288445886910403,0.24,0.215,1,0,0.025
"Flt1",0.00991986320961512,0.135953720572272,0.286,0.261,1,0,0.025
