"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Nlrp3",3.95511382543563e-13,3.36067371322107,0.239,0.02,1.97874344686545e-09,8.70361051040875,0.219
"Clec4e",1.11800276278895e-08,1.3700684625774,0.446,0.238,5.59336782223313e-05,4.2523266203439,0.208
"Ccl3",4.0254178177381e-08,1.67695623435097,0.343,0.143,0.000201391653421437,3.69595853253179,0.2
"Mapkapk2",1.23897357871922e-06,0.951067946461142,0.349,0.152,0.00619858481433226,2.20770745203092,0.197
"Thbs1",1.61757117576813e-06,1.09618235490303,0.394,0.205,0.00809270859236797,2.09190609769037,0.189
"Mcl1",0.00980280712883003,0.26315325866089,0.564,0.422,1,0,0.142
"Ddx6",0.0022373353715589,0.529040793215185,0.367,0.23,1,0,0.137
"Egr1",0.000263538245620382,0.953751032674116,0.294,0.16,1,0,0.134
"Mxd1",0.0410130790767097,0.219005192495704,0.685,0.557,1,0,0.128
"Osm",0.000669732022321576,1.24123848223245,0.221,0.115,1,0,0.106
"Il1rn",0.000953481105693283,0.657407951001213,0.509,0.406,1,0,0.103
"Trem1",0.00154847156327512,0.998668178958371,0.221,0.119,1,0,0.102
"Tnfaip3",0.00192397939513923,0.932689417146287,0.221,0.119,1,0,0.102
"Hspa1b",0.000295843235639294,1.68742468008196,0.156,0.057,1,0,0.099
"Kdm6b",0.00593074975666397,0.827364916087242,0.266,0.168,1,0,0.098
"Syk",0.0232329379615124,0.381996818509877,0.311,0.213,1,0,0.098
"Il1a",0.0004478470131526,1.67334949487023,0.163,0.066,1,0,0.097
"Acod1",0.000126082159019583,0.837605746225855,0.706,0.611,0.630789041574975,0.200115860087679,0.095
"Slc16a3",0.0567039513296063,0.217992137740194,0.467,0.373,1,0,0.094
"Sgms2",0.00266210303048224,0.910139801453501,0.187,0.094,1,0,0.093
"Dusp1",0.00270647158416226,0.453947116139598,0.619,0.529,1,0,0.09
"Cxcl2",0.000174343549653747,0.802504890510249,0.689,0.602,0.872240778917696,0.0593636130937579,0.087
"Tgm2",0.0507839862711692,0.299433360402464,0.291,0.205,1,0,0.086
"Grk2",0.0337963449429585,0.340774155783363,0.249,0.164,1,0,0.085
"Marcksl1",0.0535614798370323,0.128288692113006,0.298,0.213,1,0,0.085
"Tnfrsf1b",0.00754610128760092,0.881342537146066,0.194,0.111,1,0,0.083
"Rgcc",9.39452985244417e-05,2.52134640142518,0.097,0.016,0.470008328517782,0.327894446325414,0.081
"Diaph1",0.0464785560568013,0.415736213464586,0.315,0.234,1,0,0.081
"Olr1",0.00191403912025177,1.53341923372576,0.131,0.053,1,0,0.078
"Rab1a",0.00299227218996181,1.20832385975971,0.135,0.057,1,0,0.078
"Selplg",0.107859997303995,0.21759741353253,0.471,0.393,1,0,0.078
"Rnf144a",0.00746347311736019,0.876105888779919,0.159,0.082,1,0,0.077
"Notch2",0.0228335097075264,0.703344235168072,0.273,0.197,1,0,0.076
"Hmox1",0.000998532080093665,1.75581165506221,0.107,0.033,1,0,0.074
"Pim1",0.0446440985517883,0.54008296400677,0.256,0.184,1,0,0.072
"Ets2",0.213027570909392,0.0718391485098858,0.363,0.291,1,0,0.072
"Plaur",0.0122273615570564,0.523638212933174,0.46,0.389,1,0,0.071
"Plp2",0.0177672657356024,0.775176979929139,0.173,0.102,1,0,0.071
"Cd33",0.0505803704674853,0.517651917867443,0.253,0.184,1,0,0.069
"Defa5",0.0103339539198741,1.0892353887874,0.128,0.061,1,0,0.067
"Vil1",0.000123562138403048,3.38030251997,0.069,0.004,0.61818137843045,0.20888408139291,0.065
"Sqstm1",0.00166729294536707,1.6433369258038,0.09,0.025,1,0,0.065
"Dusp5",0.0393243199073277,0.690716626840323,0.187,0.123,1,0,0.064
"Chd4",0.00740730222972742,0.999737237948296,0.104,0.041,1,0,0.063
"Flna",0.0737179828456738,0.305498681035833,0.211,0.148,1,0,0.063
"Plin2",0.0250557171242321,0.706902054581261,0.145,0.082,1,0,0.063
"Arg2",0.159287395271447,0.179310733089247,0.304,0.242,1,0,0.062
"Aldoa",0.283231331488614,0.00694397183970963,0.308,0.246,1,0,0.062
"C5ar1",0.0589981054297691,0.531596498118942,0.322,0.262,1,0,0.06
"Il18rap",0.00888779535761693,1.20327063203343,0.1,0.041,1,0,0.059
"Fgr",0.0695348211912018,0.595346982868961,0.201,0.143,1,0,0.058
"Elf3",0.000671475714705178,2.84327449631255,0.066,0.008,1,0,0.058
"Cd300lf",0.251055612185442,0.170849154341051,0.415,0.357,1,0,0.058
"Tnfrsf1a",0.542047454387378,0.0314460976756349,0.398,0.34,1,0,0.058
"Krt20",0.00218212027663752,2.30600873762269,0.073,0.016,1,0,0.057
"Itgb2",0.167559945225372,0.228299426524951,0.291,0.234,1,0,0.057
"Fpr2",0.109175155204745,0.413705678237215,0.232,0.176,1,0,0.056
"Rab32",0.0286468074006898,0.871288872482144,0.121,0.066,1,0,0.055
"Rbms1",0.125187451218813,0.412923941539199,0.197,0.143,1,0,0.054
"Ezr",0.0305660528771527,0.804721255543154,0.111,0.057,1,0,0.054
"Sfpq",0.122459883897192,0.256709890994889,0.173,0.119,1,0,0.054
"Arrb2",0.0549423724251416,0.635517421344495,0.135,0.082,1,0,0.053
"Myd88",0.0818304061553137,0.611421745727033,0.176,0.123,1,0,0.053
"Actn1",0.088142293468412,0.584045306795727,0.18,0.127,1,0,0.053
"Zyx",0.454519611998392,-0.103590014764992,0.343,0.291,1,0,0.052
