"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Gzmb",6.82231300048378e-07,1.1704102671855,0.283,0.118,0.00341320319414204,2.46683785661797,0.165
"Epcam",0.00112375655290843,0.379653271625032,0.531,0.374,1,0,0.157
"Maoa",4.76146351969626e-06,1.16455754094006,0.317,0.166,0.0238216019890404,1.62302903581689,0.151
"Gzma",2.98917278132851e-05,1.23990157127258,0.303,0.173,0.149548314249865,0.825218478093096,0.13
"Krt20",0.00287143068442743,0.487672550777865,0.303,0.195,1,0,0.108
"Acaa2",0.000157014677649588,1.11010975691768,0.193,0.086,0.785544432280887,0.104829245189681,0.107
"Cd8a",0.0188868399102668,0.331552099167515,0.452,0.348,1,0,0.104
"Ezr",0.00135851973640359,0.890796728513208,0.203,0.109,1,0,0.094
"Coro1c",0.00479290967040613,0.671988644525799,0.272,0.179,1,0,0.093
"Itgae",0.00370637592175042,0.737066346303467,0.317,0.224,1,0,0.093
"Atp5o",0.00804863179109816,0.590999803491153,0.324,0.233,1,0,0.091
"Mettl7b",0.00209935896547575,1.03759725713332,0.217,0.128,1,0,0.089
"Erbin",0.0052999975305565,0.769072839082617,0.334,0.246,1,0,0.088
"Cdx1",0.00986961935162186,0.470285321162009,0.372,0.284,1,0,0.088
"Epas1",0.00382089092625632,0.952568479931204,0.234,0.147,1,0,0.087
"Hadh",0.00574006061147033,0.836544683591721,0.231,0.144,1,0,0.087
"Cdh1",0.0210645265381231,0.34143530302414,0.293,0.208,1,0,0.085
"Acox1",0.00984862527296825,0.592261452055065,0.231,0.147,1,0,0.084
"Aldoa",0.0121350835135512,0.477095126790386,0.403,0.319,1,0,0.084
"Slc25a20",0.00832663702633061,0.70293437541181,0.241,0.157,1,0,0.084
"Defa5",0.00287732506210822,0.83139372885162,0.176,0.093,1,0,0.083
"Lamp1",0.0399957386870379,0.33432491386095,0.341,0.259,1,0,0.082
"Mta3",0.0132403999506081,0.640624473616464,0.252,0.173,1,0,0.079
"Cldn7",0.0326647710871311,0.52089778319517,0.297,0.22,1,0,0.077
"Misp",0.0193644998158984,0.447144744195254,0.217,0.141,1,0,0.076
"Anxa2",0.021367187082557,0.466253567142959,0.459,0.383,1,0,0.076
"Cd2ap",0.00329723527855903,1.00319455300117,0.148,0.073,1,0,0.075
"Mdp1",0.0056780808022444,0.633671712974697,0.155,0.08,1,0,0.075
"B4galnt2",0.00740850220555195,0.995938736998373,0.19,0.115,1,0,0.075
"Abcb1a",0.0188423953657187,0.733546405453476,0.266,0.192,1,0,0.074
"Furin",0.0179598042679941,0.668600046277649,0.21,0.137,1,0,0.073
"Egln2",0.00365066627073128,1.14253123461006,0.138,0.067,1,0,0.071
"Bcl2",0.0451390209683067,0.438163954601888,0.314,0.243,1,0,0.071
"Dpy30",0.0163607619304946,0.557568733888905,0.176,0.105,1,0,0.071
"Mep1a",0.00286807815194871,1.14253123461006,0.128,0.058,1,0,0.07
"Myo1d",0.0088952255635573,0.929537511275863,0.159,0.089,1,0,0.07
"Kif21b",0.00918999863432593,0.864997259081153,0.159,0.089,1,0,0.07
"Grn",0.0332611018297695,0.475106573696932,0.217,0.147,1,0,0.07
"Rgs3",0.0121729512383275,0.788181662030321,0.172,0.102,1,0,0.07
"Tmigd1",0.00118723676325786,1.55068234830367,0.11,0.042,1,0,0.068
"Plec",0.055974305649858,0.373144162751477,0.314,0.246,1,0,0.068
"Pls1",0.0134255538553476,0.911564077535604,0.169,0.102,1,0,0.067
"Vil1",0.0516017828490852,0.435510043711851,0.252,0.185,1,0,0.067
"Vps54",0.0242871771632003,0.64852967170181,0.183,0.118,1,0,0.065
"Ceacam1",0.0733020760128837,0.357122145027135,0.369,0.304,1,0,0.065
"Mtch2",0.0445330443799297,0.546208871724357,0.197,0.134,1,0,0.063
"Rock2",0.0497291788810008,0.394839233850797,0.2,0.137,1,0,0.063
"Itga1",0.054988509582311,0.444528795988243,0.238,0.176,1,0,0.062
"Pfkl",0.0123371562840748,0.925685185780257,0.128,0.067,1,0,0.061
"Abcd3",0.0104096033676178,0.978865223639431,0.124,0.064,1,0,0.06
"Gpa33",0.101110602475016,0.34872068881226,0.341,0.281,1,0,0.06
"Elf3",0.0426418357631923,0.572013861234502,0.19,0.131,1,0,0.059
"Actr1b",0.0207365689520279,0.826316790917093,0.138,0.08,1,0,0.058
"Snf8",0.0356505411673529,0.742377972417197,0.176,0.118,1,0,0.058
"Ube3a",0.0490245965082147,0.547515069224982,0.183,0.125,1,0,0.058
"Cyb5r3",0.0986307242766793,0.349575691613073,0.245,0.188,1,0,0.057
"Arrb2",0.0561833956962658,0.595536584087926,0.2,0.144,1,0,0.056
"Prap1",0.000652517540605301,2.04870921225354,0.072,0.016,1,0,0.056
"Itpr2",0.0423933271239579,0.535415591650354,0.155,0.099,1,0,0.056
"Selplg",0.106107877897508,0.312926639917371,0.334,0.278,1,0,0.056
"Diaph1",0.111341617728191,0.370345529398804,0.279,0.224,1,0,0.055
"Pik3r1",0.142107263880051,0.242864965769455,0.266,0.211,1,0,0.055
"Cisd2",0.0313337105319651,0.743981858119787,0.138,0.083,1,0,0.055
"Cdx2",0.0598654283087985,0.502427179696444,0.176,0.121,1,0,0.055
"Slc6a14",0.0801639659946779,0.132136063247683,0.183,0.128,1,0,0.055
"Sdha",0.170975753469458,0.226623765644109,0.314,0.259,1,0,0.055
"Dpysl2",0.0322045146229487,0.629483916011263,0.131,0.077,1,0,0.054
"Lmna",0.0456663384710536,0.718918999593208,0.166,0.112,1,0,0.054
"Ptk2b",0.0534835343899856,0.621071676195063,0.179,0.125,1,0,0.054
"Hic1",0.0774724780689074,0.497132880026931,0.203,0.15,1,0,0.053
"Cd151",0.0217145422000406,0.908475895748033,0.117,0.064,1,0,0.053
"Igf2r",0.0481742074144989,0.682016104813393,0.162,0.109,1,0,0.053
"Rab5b",0.0587857413545392,0.516735016380327,0.162,0.109,1,0,0.053
"Prkg2",0.00156122671980554,1.88771733558124,0.072,0.019,1,0,0.053
"Neat1",0.213083296403302,0.146405886140674,0.369,0.316,1,0,0.053
"Il21r",0.126945675415531,0.289433456362246,0.231,0.179,1,0,0.052
"Crbn",0.0135358978625432,1.11010975691768,0.1,0.048,1,0,0.052
"Scin",0.000439788857559317,2.56954137555498,0.062,0.01,1,0,0.052
"Adh5",0.0777340655111065,0.49119992427319,0.166,0.115,1,0,0.051
"Lpar6",0.0620862553088195,0.638041312602461,0.176,0.125,1,0,0.051
"Myo6",0.0736473151967663,0.532800828739963,0.179,0.128,1,0,0.051
"Ptbp1",0.160036771507357,0.248937461615,0.307,0.256,1,0,0.051
"Gimap4",0.327678472510981,-0.00445000734517187,0.345,0.294,1,0,0.051
"Hnrnpm",0.154319279663917,0.289930794502496,0.334,0.284,1,0,0.05
"Tnfrsf9",0.00266730883426355,1.69507225763884,0.069,0.019,1,0,0.05
"Echdc1",0.0298527134306697,0.860131503909336,0.114,0.064,1,0,0.05
"Map4k4",0.107736095339484,0.409670038776592,0.19,0.141,1,0,0.049
