"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Sign_logFDR","pct1_pct2"
"Snap25",1.18986888363106e-11,0.47782004798308,0.336,0.226,5.9529140248062e-08,7.22527038971801,0.11
"Stmn2",3.65715506562213e-06,0.226703432905942,0.309,0.228,0.0182967467933075,1.73762612203524,0.081
"Uchl1",1.49089831663069e-06,0.356151793601959,0.317,0.239,0.00745896427810335,2.12732147273274,0.078
"Sncg",2.38408196560911e-07,0.618985119536258,0.271,0.199,0.00119275620739424,2.92344831458874,0.072
"Calb2",1.13911361720394e-06,0.435811115210953,0.194,0.131,0.00569898542687131,2.24420245357845,0.063
"Pkm",9.17753776738892e-05,0.303380603139149,0.389,0.331,0.459152214502468,0.338043316728923,0.058
"Sez6l2",3.66509216779533e-06,0.572880945784791,0.181,0.126,0.0183364561154801,1.73668459659466,0.055
"Prph",1.83556365092868e-06,0.737529734489006,0.162,0.108,0.00918332494559619,2.03700004820151,0.054
"App",0.000308305932926387,0.286854897324768,0.454,0.402,1,0,0.052
"Sqstm1",0.000124749630992827,0.396361170271808,0.219,0.169,0.624122403857115,0.204730227454558,0.05
"Ndn",0.000350790404129595,0.274056745601735,0.214,0.165,1,0,0.049
"Stom",0.000455558149159784,0.297338426777809,0.213,0.165,1,0,0.048
"Syn2",8.98389813939285e-06,0.51672624852536,0.133,0.086,0.0449464423913825,1.34730467792267,0.047
"Ndrg4",0.000805797010600116,0.364045244466603,0.242,0.195,1,0,0.047
"Dnm1",0.000129164821433488,0.516330086773185,0.188,0.142,0.646211601631741,0.189625249228593,0.046
"Cdh2",5.59266686694209e-06,0.67967534902338,0.125,0.079,0.0279801123353113,1.55315054622347,0.046
"Hap1",5.71712364287211e-06,0.722498484900392,0.116,0.071,0.0286027695852892,1.54359191241737,0.045
"Syn1",0.000171086723992465,0.354437087949074,0.161,0.116,0.855946880134305,0.0675531867018013,0.045
"Eno2",0.000315663625781792,0.33838037568797,0.176,0.132,1,0,0.044
"Vat1",0.00357642448754191,0.238348808028137,0.329,0.286,1,0,0.043
"Flnb",0.00120605104910103,0.357203656971252,0.248,0.205,1,0,0.043
"Ckb",0.000996737624867877,0.352670809272968,0.203,0.161,1,0,0.042
"Defa5",0.000113756794665916,0.644660351233867,0.152,0.11,0.569125243713576,0.244792150708022,0.042
"Vamp2",0.0108027134770249,0.164235400815955,0.316,0.274,1,0,0.042
"Parva",0.000987196410412325,0.364552432041132,0.201,0.16,1,0,0.041
"Cav2",0.000146496166589428,0.590875059518404,0.153,0.112,0.732920321446907,0.134943236596021,0.041
"Mapk8ip2",0.00168712288863831,0.260016077431851,0.18,0.139,1,0,0.041
"Cacnb1",8.92290367182699e-05,0.583192718516472,0.119,0.079,0.446412870701504,0.350263292578404,0.04
"Sst",2.66719425457652e-07,0.92514692602701,0.069,0.031,0.00133439728556463,2.87471485014871,0.038
"Csnk1a1",0.00868872057354229,0.184731394456319,0.233,0.195,1,0,0.038
